"Season","Site","CoreName","CoreNo","O2conc","Age","Habitat"
"Summer15","NOAA","LO",2,4.5550630622,7,"oyster"
"Summer15","NOAA","LO",3,5.2493829362,7,"oyster"
"Summer15","NOAA","HO",1,5.3235269032,7,"oyster"
"Summer15","NOAA","HO",2,1.5034331478,7,"oyster"
"Summer15","NOAA","HO",3,5.0253157756,7,"oyster"
"Summer15","NOAA","MM",1,2.0088226906,7,"marsh"
"Summer15","NOAA","MM",2,2.407325878,7,"marsh"
"Summer15","NOAA","MM",3,2.0105517826,7,"marsh"
"Summer15","Army","LO",1,2.67643014116667,20,"oyster"
"Summer15","Army","LO",2,5.289843945,20,"oyster"
"Summer15","Army","LO",3,5.35458638433333,20,"oyster"
"Summer15","Army","HO",1,4.77559369833333,20,"oyster"
"Summer15","Army","HO",2,4.97964564533333,20,"oyster"
"Summer15","Army","HO",3,3.24878796566667,20,"oyster"
"Summer15","Army","MM",1,3.88391390116667,20,"marsh"
"Summer15","Army","MM",2,4.625219614,20,"marsh"
"Summer15","Army","MM",3,4.37248336916667,20,"marsh"
