Season,Site,CoreName,CoreNo,N2Flux,N2FluxPlus21,LogPlus21,SquareRoot,Square,Age,Habitat
Summer,Army,Ref,3,18.60950489,39.60950489,1.597799414,6.293608257,346.3136723,20,Ref
Fall,IMS,LO,1,26.71579981,47.71579981,1.678662208,6.907662398,713.7339595,0,oyster
Fall,IMS,LO,2,68.15514873,89.15514873,1.950146429,9.442200418,4645.124298,0,oyster
Fall,IMS,LO,3,28.7893095,49.7893095,1.697136103,7.056154016,828.8243415,0,oyster
Fall,IMS,HO,1,68.15092892,89.15092892,1.950125873,9.44197696,4644.549113,0,oyster
Fall,IMS,HO,2,31.8971299,52.8971299,1.723432109,7.27304131,1017.426896,0,oyster
Fall,IMS,HO,3,44.77874672,65.77874672,1.818085595,8.110409775,2005.136158,0,oyster
Fall,IMS,MM,1,60.8802379,81.8802379,1.913179096,9.048769966,3706.403367,0,marsh
Fall,IMS,MM,2,3.258087357,24.25808736,1.384856556,4.925249979,10.61513323,0,marsh
Fall,IMS,MM,3,43.64367582,64.64367582,1.810526044,8.040129092,1904.770439,0,marsh
Fall,IMS,Ref,1,29.43118353,50.43118353,1.70269916,7.101491641,866.194564,0,Ref
Fall,IMS,Ref,2,36.98522368,57.98522368,1.763317337,7.614802931,1367.906771,0,Ref
Fall,IMS,Ref,3,32.66021385,53.66021385,1.729652399,7.325313225,1066.689569,0,Ref
Fall,Carrot,LO,1,35.56454249,56.56454249,1.752544279,7.520940266,1264.836683,2,oyster
Fall,Carrot,LO,2,34.31167245,55.31167245,1.74281679,7.437181755,1177.290866,2,oyster
Fall,Carrot,LO,3,-2.61168216,18.38831784,1.264542002,4.288160193,6.820883705,2,oyster
Fall,Carrot,HO,1,14.45930729,35.45930729,1.549730247,5.954771808,209.0715673,2,oyster
Fall,Carrot,HO,2,9.520335076,30.52033508,1.484589297,5.524521253,90.63677996,2,oyster
Fall,Carrot,HO,3,8.051117555,29.05111755,1.463162844,5.389908863,64.82049388,2,oyster
Fall,Carrot,LM,1,-2.07748506,18.92251494,1.276978857,4.350001717,4.315944175,2,marsh
Fall,Carrot,LM,2,-0.603550443,20.39644956,1.309554576,4.516242859,0.364273137,2,marsh
Fall,Carrot,LM,3,0.456315099,21.4563151,1.331555138,4.632096189,0.20822347,2,marsh
Fall,Carrot,MM,1,10.04296326,31.04296326,1.491963171,5.571621242,100.861111,2,marsh
Fall,Carrot,MM,2,32.84242387,53.84242387,1.731124603,7.337739698,1078.624806,2,marsh
Fall,Carrot,MM,3,-12.54639145,8.453608549,0.927042134,2.907508994,157.4119384,2,marsh
Fall,Carrot,HM,1,-5.551701669,15.44829833,1.188880648,3.930432334,30.82139142,2,marsh
Fall,Carrot,HM,2,-10.49391506,10.50608494,1.021440908,3.24130914,110.1222533,2,marsh
Fall,Carrot,HM,3,21.19054186,42.19054186,1.625215103,6.495424687,449.0390643,2,marsh
Fall,Carrot,Ref,1,5.190498768,26.19049877,1.418143769,5.117665363,26.94127746,2,Ref
Fall,Carrot,Ref,2,4.207705233,25.20770523,1.401533312,5.02072756,17.70478333,2,Ref
Fall,Carrot,Ref,3,-9.992174374,11.00782563,1.041701541,3.317804339,99.84354872,2,Ref
Fall,NOAA,LO,1,32.22364712,53.22364712,1.726104631,7.295453867,1038.363434,7,oyster
Fall,NOAA,LO,2,43.74692063,64.74692063,1.811219118,8.046547125,1913.793065,7,oyster
Fall,NOAA,LO,3,11.44755403,32.44755403,1.511181964,5.696275452,131.0464933,7,oyster
Fall,NOAA,HO,1,38.01840582,59.01840582,1.770987474,7.682343771,1445.399181,7,oyster
Fall,NOAA,HO,2,42.99172956,63.99172956,1.806123848,7.999483081,1848.288811,7,oyster
Fall,NOAA,HO,3,30.18640507,51.18640507,1.709154629,7.15446749,911.2190511,7,oyster
Fall,NOAA,LM,1,60.48546497,81.48546497,1.911080148,9.026929986,3658.491473,7,marsh
Fall,NOAA,LM,2,21.09941601,42.09941601,1.624276072,6.488406277,445.185356,7,marsh
Fall,NOAA,LM,3,35.70779529,56.70779529,1.753642763,7.530457841,1275.046644,7,marsh
Fall,NOAA,MM,1,52.36923969,73.36923969,1.865514019,8.565584609,2742.537266,7,marsh
Fall,NOAA,MM,2,61.20780935,82.20780935,1.914913075,9.066852229,3746.395925,7,marsh
Fall,NOAA,MM,3,44.02250942,65.02250942,1.813063726,8.063653602,1937.981336,7,marsh
Fall,NOAA,HM,1,53.83969419,74.83969419,1.874132004,8.650993827,2898.71267,7,marsh
Fall,NOAA,HM,2,58.55823558,79.55823558,1.900685143,8.919542341,3429.066954,7,marsh
Fall,NOAA,HM,3,69.07015651,90.07015651,1.954580917,9.490529833,4770.68652,7,marsh
Fall,NOAA,Ref,1,56.8635937,77.8635937,1.891334444,8.824035001,3233.468288,7,Ref
Fall,NOAA,Ref,2,57.35128052,78.35128052,1.894046099,8.851625869,3289.169377,7,Ref
Fall,NOAA,Ref,3,50.83290336,71.83290336,1.85632342,8.475429391,2583.984064,7,Ref
Fall,Army,LO,1,7.543185987,28.54318599,1.455502447,5.342582333,56.89965483,20,oyster
Fall,Army,LO,2,1.838032733,22.83803273,1.358658691,4.778915434,3.378364328,20,oyster
Fall,Army,LO,3,-3.088687777,17.91131222,1.253127404,4.232175826,9.539992184,20,oyster
Fall,Army,HO,1,35.06591579,56.06591579,1.74869892,7.487717662,1229.61845,20,oyster
Fall,Army,HO,2,18.84753511,39.84753511,1.600401462,6.312490405,355.2295797,20,oyster
Fall,Army,HO,3,22.48190605,43.48190605,1.638308573,6.594081138,505.4360996,20,oyster
Fall,Army,LM,1,2.166931944,23.16693194,1.364868523,4.813203916,4.69559405,20,marsh
Fall,Army,LM,2,5.724428734,26.72442873,1.42690843,5.169567557,32.76908433,20,marsh
Fall,Army,LM,3,9.291371088,30.29137109,1.481318931,5.503759723,86.32957669,20,marsh
Fall,Army,MM,1,25.2216128,46.2216128,1.664845095,6.798647866,636.1297522,20,marsh
Fall,Army,MM,2,14.03683537,35.03683537,1.544524873,5.919192121,197.0327472,20,marsh
Fall,Army,MM,3,-1.374735078,19.62526492,1.292815528,4.430041187,1.889896535,20,marsh
Fall,Army,HM,1,13.03570401,34.03570401,1.531934738,5.834012685,169.929579,20,marsh
Fall,Army,HM,2,-5.058904154,15.94109585,1.202518173,3.992630192,25.59251124,20,marsh
Fall,Army,HM,3,11.9073468,32.9073468,1.517292868,5.736492552,141.7849078,20,marsh
Fall,Army,Ref,1,18.63364445,39.63364445,1.598064009,6.295525748,347.2127055,20,Ref
Fall,Army,Ref,2,26.65015119,47.65015119,1.678064283,6.902908893,710.2305584,20,Ref
Fall,Army,Ref,3,24.17560266,45.17560266,1.654903955,6.721279838,584.459764,20,Ref
Winter,IMS,LO,1,14.45566027,35.45566027,1.549685577,5.954465574,208.9661138,0,oyster
Winter,IMS,LO,2,24.05583931,45.05583931,1.653751084,6.712364659,578.6834049,0,oyster
Winter,IMS,LO,3,19.35188843,40.35188843,1.605863864,6.352313628,374.4955858,0,oyster
Winter,IMS,HO,1,5.354375399,26.3543754,1.420852728,5.133651274,28.66933591,0,oyster
Winter,IMS,HO,2,5.401150322,26.40115032,1.42162285,5.138204971,29.1724248,0,oyster
Winter,IMS,HO,3,-0.019059448,20.98094055,1.321824953,4.580495666,0.000363263,0,oyster
Winter,IMS,MM,1,61.98353808,82.98353808,1.918991947,9.109530069,3841.958993,0,marsh
Winter,IMS,MM,2,31.453279,52.453279,1.719772642,7.2424636,989.3087599,0,marsh
Winter,IMS,MM,3,11.35600466,32.35600466,1.509954889,5.688233879,128.9588418,0,marsh
Winter,IMS,Ref,1,12.17064057,33.17064057,1.520753858,5.759395851,148.1244919,0,Ref
Winter,IMS,Ref,2,15.33893752,36.33893752,1.560372225,6.028178624,235.2830042,0,Ref
Winter,IMS,Ref,3,14.65536602,35.65536602,1.552124899,5.971211437,214.7797532,0,Ref
Winter,Carrot,LO,1,37.17774669,58.17774669,1.764756896,7.627433821,1382.184849,2,oyster
Winter,Carrot,LO,2,39.20303851,60.20303851,1.779618411,7.759061703,1536.878228,2,oyster
Winter,Carrot,LO,3,54.86740257,75.86740257,1.880055216,8.710189583,3010.431865,2,oyster
Winter,Carrot,HO,1,34.61081443,55.61081443,1.745159255,7.457265882,1197.908476,2,oyster
Winter,Carrot,HO,3,80.78628846,101.7862885,2.007689279,10.08891909,6526.424403,2,oyster
Winter,Carrot,LM,1,7.79652672,28.79652672,1.459340109,5.366239532,60.7858289,2,marsh
Winter,Carrot,LM,2,18.78011239,39.78011239,1.599666006,6.307147722,352.6926214,2,marsh
Winter,Carrot,LM,3,24.99388885,45.99388885,1.662700131,6.781879448,624.6944798,2,marsh
Winter,Carrot,MM,1,10.62431844,31.62431844,1.500021175,5.623550341,112.8761423,2,marsh
Winter,Carrot,MM,2,10.50763813,31.50763813,1.498415849,5.613166498,110.4104591,2,marsh
Winter,Carrot,MM,3,37.29394279,58.29394279,1.76562343,7.635047006,1390.838169,2,marsh
Winter,Carrot,HM,1,17.84374592,38.84374592,1.589321105,6.232475104,318.3992685,2,marsh
Winter,Carrot,HM,2,35.68666436,56.68666436,1.753480902,7.529054679,1273.538013,2,marsh
Winter,Carrot,HM,3,37.62011444,58.62011444,1.768046662,7.656377371,1415.27301,2,marsh
Winter,Carrot,Ref,1,-6.007156004,14.992844,1.175884022,3.8720594,36.08592326,2,Ref
Winter,Carrot,Ref,2,-19.7174542,1.282545802,0.108072883,1.132495387,388.7780001,2,Ref
Winter,Carrot,Ref,3,-1.949475957,19.05052404,1.279906927,4.364690601,3.800456507,2,Ref
Winter,NOAA,LO,1,29.941297,50.941297,1.707069998,7.137317213,896.481266,7,oyster
Winter,NOAA,LO,2,28.91000774,49.91000774,1.698187637,7.064701532,835.7885475,7,oyster
Winter,NOAA,LO,3,46.63930104,67.63930104,1.830199111,8.224311585,2175.224401,7,oyster
Winter,NOAA,HO,1,84.15943896,105.159439,2.02184826,10.25472764,7082.811166,7,oyster
Winter,NOAA,HO,2,45.44031843,66.44031843,1.822431705,8.151093082,2064.822539,7,oyster
Winter,NOAA,HO,3,68.47017665,89.47017665,1.951678295,9.45886762,4688.16509,7,oyster
Winter,NOAA,LM,1,44.98162932,65.98162932,1.819423036,8.122907689,2023.346976,7,marsh
Winter,NOAA,LM,2,73.14898146,94.14898146,1.973815626,9.703039805,5350.773489,7,marsh
Winter,NOAA,LM,3,56.304518,77.304518,1.888204877,8.792298789,3170.198747,7,marsh
Winter,NOAA,MM,1,52.51671433,73.51671433,1.866386089,8.574188844,2758.005284,7,marsh
Winter,NOAA,MM,2,37.58501587,58.58501587,1.767786552,7.654084914,1412.633418,7,marsh
Winter,NOAA,MM,3,44.34765763,65.34765763,1.815230025,8.083789806,1966.714737,7,marsh
Winter,NOAA,HM,1,61.48719528,82.48719528,1.916386537,9.082246158,3780.675183,7,marsh
Winter,NOAA,HM,2,34.79570717,55.79570717,1.746600786,7.469652413,1210.741237,7,marsh
Winter,NOAA,HM,3,56.64154989,77.64154989,1.890094196,8.811444257,3208.265174,7,marsh
Winter,NOAA,Ref,1,44.46186271,65.46186271,1.815988359,8.090850555,1976.857236,7,Ref
Winter,NOAA,Ref,2,29.22505524,50.22505524,1.700920423,7.086963753,854.1038538,7,Ref
Winter,NOAA,Ref,3,18.45784819,39.45784819,1.596133398,6.281548232,340.6921598,7,Ref
Winter,Army,LO,1,6.548103194,27.54810319,1.440091701,5.248628696,42.87765544,20,oyster
Winter,Army,LO,2,5.671228641,26.67122864,1.426043022,5.164419487,32.1628343,20,oyster
Winter,Army,LO,3,1.756720386,22.75672039,1.357109673,4.770400443,3.086066515,20,oyster
Winter,Army,HO,1,13.56187845,34.56187845,1.538597339,5.878935146,183.9245471,20,oyster
Winter,Army,HO,2,12.71634645,33.71634645,1.527840508,5.80657786,161.705467,20,oyster
Winter,Army,HO,3,17.68951709,38.68951709,1.587593309,6.220089798,312.9190149,20,oyster
Winter,Army,LM,1,10.82173219,31.82173219,1.502723816,5.641075446,117.1098876,20,marsh
Winter,Army,LM,2,9.476802095,30.4768021,1.483969395,5.52057987,89.80977795,20,marsh
Winter,Army,LM,3,14.91401901,35.91401901,1.555264008,5.992830634,222.427963,20,marsh
Winter,Army,MM,1,28.78153576,49.78153576,1.69706829,7.055603146,828.3768007,20,marsh
Winter,Army,MM,2,-9.394599857,11.60540014,1.064660119,3.406669949,88.25850647,20,marsh
Winter,Army,MM,3,-11.68142818,9.318571825,0.969349357,3.052633588,136.4557643,20,marsh
Winter,Army,HM,1,18.16856035,39.16856035,1.592937609,6.258479076,330.0965852,20,marsh
Winter,Army,HM,2,-13.83621264,7.163787358,0.855142686,2.67652524,191.4407802,20,marsh
Winter,Army,HM,3,11.13381286,32.13381286,1.50696226,5.668669408,123.9617888,20,marsh
Winter,Army,Ref,1,19.80248624,40.80248624,1.610686627,6.387682384,392.1384613,20,Ref
Winter,Army,Ref,2,10.57404922,31.57404922,1.499330282,5.619079037,111.8105169,20,Ref
Winter,Army,Ref,3,25.65309912,46.65309912,1.668880499,6.830307396,658.0814945,20,Ref
Spring,IMS,LO,1,22.9481115,43.9481115,1.642940218,6.629337184,526.6158214,0,oyster
Spring,IMS,LO,2,23.91017234,44.91017234,1.652344722,6.701505229,571.6963413,0,oyster
Spring,IMS,LO,3,10.88959007,31.88959007,1.503648937,5.647086866,118.5831719,0,oyster
Spring,IMS,HO,1,24.75792971,45.75792971,1.660466367,6.764460785,612.9550835,0,oyster
Spring,IMS,HO,2,16.82658243,37.82658243,1.577797105,6.150331896,283.1338763,0,oyster
Spring,IMS,HO,3,11.97881641,32.97881641,1.518235065,5.742718556,143.4920426,0,oyster
Spring,IMS,MM,1,43.64921411,64.64921411,1.81056325,8.0404735,1905.253892,0,marsh
Spring,IMS,MM,2,30.11674252,51.11674252,1.70856317,7.149597368,907.01818,0,marsh
Spring,IMS,MM,3,57.46171079,78.46171079,1.894657773,8.857861525,3301.848207,0,marsh
Spring,IMS,Ref,1,43.70754416,64.70754416,1.810954917,8.04409996,1910.349416,0,Ref
Spring,IMS,Ref,2,27.67834983,48.67834983,1.687335847,6.97698716,766.0910493,0,Ref
Spring,IMS,Ref,3,40.65519336,61.65519336,1.789969664,7.852082103,1652.844747,0,Ref
Spring,Carrot,LO,1,22.27713111,43.27713111,1.636258463,6.578535636,496.2705705,2,oyster
Spring,Carrot,LO,2,4.532647115,25.53264711,1.407095843,5.052983981,20.54488987,2,oyster
Spring,Carrot,LO,3,19.96853205,40.96853205,1.612450403,6.400666532,398.7422722,2,oyster
Spring,Carrot,HO,1,34.38946301,55.38946301,1.743427155,7.442409758,1182.635166,2,oyster
Spring,Carrot,HO,2,11.94815819,32.94815819,1.517831142,5.740048623,142.7584841,2,oyster
Spring,Carrot,HO,3,36.62199648,57.62199648,1.760588302,7.590915391,1341.170626,2,oyster
Spring,Carrot,LM,1,-3.612190749,17.38780925,1.240244867,4.169869213,13.04792201,2,marsh
Spring,Carrot,LM,2,2.652132128,23.65213213,1.373870296,4.863345775,7.033804824,2,marsh
Spring,Carrot,LM,3,36.3075647,57.3075647,1.758211953,7.570176002,1318.239254,2,marsh
Spring,Carrot,MM,1,23.16232547,44.16232547,1.645051934,6.645474059,536.4933212,2,marsh
Spring,Carrot,MM,2,18.96368456,39.96368456,1.601665522,6.321683681,359.6213321,2,marsh
Spring,Carrot,MM,3,12.11108061,33.11108061,1.519973355,5.75422285,146.6782735,2,marsh
Spring,Carrot,HM,1,27.6351219,48.6351219,1.686950009,6.973888578,763.6999624,2,marsh
Spring,Carrot,HM,2,31.2213148,52.2213148,1.717847802,7.226431678,974.7704978,2,marsh
Spring,Carrot,HM,3,32.72331783,53.72331783,1.730162826,7.329619215,1070.81553,2,marsh
Spring,Carrot,Ref,1,37.37386418,58.37386418,1.766218443,7.640279064,1396.805724,2,Ref
Spring,Carrot,Ref,2,17.46931183,38.46931183,1.585114417,6.202363407,305.1768558,2,Ref
Spring,Carrot,Ref,3,27.98088759,48.98088759,1.690026651,6.998634695,782.9300703,2,Ref
Spring,NOAA,LO,1,76.49928168,97.49928168,1.989001416,9.874172455,5852.140098,7,oyster
Spring,NOAA,LO,2,68.33652148,89.33652148,1.951029038,9.451799907,4669.880168,7,oyster
Spring,NOAA,LO,3,79.6302414,100.6302414,2.002728515,10.03146258,6340.975345,7,oyster
Spring,NOAA,HO,1,71.22939248,92.22939248,1.964869348,9.603613512,5073.626353,7,oyster
Spring,NOAA,HO,2,64.60951734,85.60951734,1.932522049,9.252541129,4174.389731,7,oyster
Spring,NOAA,HO,3,39.87644787,60.87644787,1.784449303,7.802336052,1590.131095,7,oyster
Spring,NOAA,LM,1,92.61018909,113.6101891,2.055417283,10.65880805,8576.647123,7,marsh
Spring,NOAA,LM,2,83.14887789,104.1488779,2.017654595,10.20533576,6913.735894,7,marsh
Spring,NOAA,LM,3,66.54322023,87.54322023,1.942222518,9.3564534,4428.000159,7,marsh
Spring,NOAA,MM,1,64.54215571,85.54215571,1.93218019,9.248900243,4165.689864,7,marsh
Spring,NOAA,MM,2,66.01544264,87.01544264,1.939596334,9.328206829,4358.038667,7,marsh
Spring,NOAA,MM,3,59.72891446,80.72891446,1.907029113,8.98492707,3567.543223,7,marsh
Spring,NOAA,HM,1,65.43021935,86.43021935,1.936665615,9.296785431,4281.113604,7,marsh
Spring,NOAA,HM,2,50.14976008,71.14976008,1.85217344,8.435031718,2514.998436,7,marsh
Spring,NOAA,HM,3,51.5833018,72.5833018,1.86083672,8.519583429,2660.837025,7,marsh
Spring,NOAA,Ref,1,73.57722047,94.57722047,1.975786546,9.725082029,5413.607372,7,Ref
Spring,NOAA,Ref,2,106.8100318,127.8100318,2.106564943,11.30530989,11408.38289,7,Ref
Spring,NOAA,Ref,3,103.2797752,124.2797752,2.094400459,11.14808393,10666.71197,7,Ref
Spring,Army,LO,1,13.96503533,34.96503533,1.543633971,5.913123991,195.0222118,20,oyster
Spring,Army,LO,2,27.06918893,48.06918893,1.681866794,6.933194713,732.7409893,20,oyster
Spring,Army,LO,3,16.02548989,37.02548989,1.568500813,6.084857426,256.8163262,20,oyster
Spring,Army,HO,1,24.68140659,45.68140659,1.659739468,6.758802156,609.1718313,20,oyster
Spring,Army,HO,2,15.26237878,36.26237878,1.55945629,6.021825203,232.940206,20,oyster
Spring,Army,HO,3,25.784504,46.784504,1.67010203,6.839919883,664.8406465,20,oyster
Spring,Army,LM,1,12.74332898,33.74332898,1.528187926,5.808900841,162.3924335,20,marsh
Spring,Army,LM,2,7.526824932,28.52682493,1.455253437,5.34105092,56.65309356,20,marsh
Spring,Army,LM,3,16.6357242,37.6357242,1.575600277,6.134796182,276.7473197,20,marsh
Spring,Army,MM,1,41.05480734,62.05480734,1.792775432,7.877487375,1685.497206,20,marsh
Spring,Army,MM,2,25.60147738,46.60147738,1.668399685,6.826527476,655.435644,20,marsh
Spring,Army,MM,3,41.05884524,62.05884524,1.79280369,7.877743664,1685.828772,20,marsh
Spring,Army,HM,1,18.19954167,39.19954167,1.593280989,6.260953735,331.223317,20,marsh
Spring,Army,HM,2,61.8851539,82.8851539,1.918476748,9.104128399,3829.772273,20,marsh
Spring,Army,HM,3,33.53996517,54.53996517,1.736714856,7.385117817,1124.929264,20,marsh
Spring,Army,Ref,1,24.30674589,45.30674589,1.656162871,6.731028591,590.8178958,20,Ref
Spring,Army,Ref,2,30.07671943,51.07671943,1.708222996,7.146797844,904.6090517,20,Ref
Spring,Army,Ref,3,24.2461431,45.2461431,1.655581565,6.726525336,587.8754552,20,Ref
