"Season","Site","CoreName","CoreNo","N2Flux","Age","Habitat","PosN2","SquareRtN2","logN2","N2BoxCox"
"Summer","NOAA","Ref",2,80.0008122433333,7,"Ref",101.000812243333,10.0499160316559,2.00432486637056,16.18860438683
"Summer","NOAA","Ref",3,39.60676494,7,"Ref",60.60676494,7.78503467815012,1.78252110291443,12.3182691230222
"Summer","Army","LO",1,86.7557484825,20,"oyster",107.7557484825,10.3805466369792,2.03244044790596,16.7479865838305
"Summer","Army","LO",2,92.28878158,20,"oyster",113.28878158,10.6437202885081,2.05418690598764,17.1923226185924
"Summer","Army","LO",3,115.6036883275,20,"oyster",136.6036883275,11.6877580539426,2.13546242554358,18.947457612099
"Summer","Army","HO",1,53.1002929575,20,"oyster",74.1002929575,8.6081527029613,1.86981992497763,13.7331653826801
"Summer","Army","HO",2,38.814449965,20,"oyster",59.814449965,7.73398021493461,1.77680611345296,12.2301651057368
"Summer","Army","HO",3,32.4732702025,20,"oyster",53.4732702025,7.31254197953762,1.72813674455427,11.5012665784479
"Summer","Army","LM",1,76.5711626275,20,"marsh",97.5711626275,9.87781163150523,1.98932147993819,15.8969049531787
"Summer","Army","LM",2,84.9162493625,20,"marsh",105.9162493625,10.2915620467692,2.02496259341351,16.5975645835577
"Summer","Army","LM",3,92.283261275,20,"marsh",113.283261275,10.6434609631924,2.05416574328839,17.1918851724779
"Summer","Army","MM",1,45.542148055,20,"marsh",66.542148055,8.15733706886015,1.82309681627094,12.9595070723929
"Summer","Army","MM",2,74.3763573825,20,"marsh",95.3763573825,9.76608198729153,1.97944073182306,15.7073389879194
"Summer","Army","MM",3,32.666448065,20,"marsh",53.666448065,7.32573873851641,1.72970285228689,11.5241360515951
"Summer","Army","HM",1,79.1893846025,20,"marsh",100.1893846025,10.0094647510494,2.00082170902841,16.1200761447059
"Summer","Army","HM",2,88.7781130675,20,"marsh",109.7781130675,10.4775050974695,2.04051576159394,16.9117822014318
"Summer","Army","HM",3,48.2452713575,20,"marsh",69.2452713575,8.32137436710427,1.8403901215132,13.241364083832
"Summer","Army","Ref",1,23.35495007,20,"Ref",44.35495007,6.65995120627772,1.64694209470037,10.3665234579104
"Summer","Army","Ref",2,20.9026047675,20,"Ref",41.9026047675,6.47322213179032,1.62224102060331,10.0403905575234
"Summer","Army","Ref",3,18.6095048925,20,"Ref",39.6095048925,6.29360825699376,1.59779941388122,9.72604512035692
"Fall","IMS","LO",1,26.7157998066667,0,"oyster",47.7157998066667,6.90766239813924,1.67866220781747,10.7981532341878
"Fall","IMS","LO",2,68.15514873,0,"oyster",89.15514873,9.44220041780516,1.95014642884014,15.1569359723031
"Fall","IMS","LO",3,28.7893094966667,0,"oyster",49.7893094966667,7.05615401594004,1.69713610330163,11.0563592929033
"Fall","IMS","HO",1,68.1509289233333,0,"oyster",89.1509289233333,9.44197696053815,1.95012587274049,15.1565557657683
"Fall","IMS","HO",2,31.8971299,0,"oyster",52.8971299,7.27304131020854,1.72343210866264,11.4327956625362
"Fall","IMS","HO",3,44.7787467166667,0,"oyster",65.7787467166667,8.11040977489218,1.81808559460694,12.8787995267715
"Fall","IMS","MM",1,60.8802379,0,"marsh",81.8802379,9.04876996613352,1.91317909581884,14.486505789994
"Fall","IMS","MM",2,3.25808735733333,0,"marsh",24.2580873573333,4.92524997917195,1.38485655568547,7.30840766279543
"Fall","IMS","MM",3,43.6436758166667,0,"marsh",64.6436758166667,8.04012909203992,1.8105260436438,12.7578648722208
"Fall","IMS","Ref",1,29.4311835333333,0,"Ref",50.4311835333333,7.10149164143233,1.70269916042494,11.1351167397146
"Fall","IMS","Ref",2,36.9852236833333,0,"Ref",57.9852236833333,7.61480293135241,1.76331733683233,12.024338908602
"Fall","IMS","Ref",3,32.6602138466667,0,"Ref",53.6602138466667,7.32531322515745,1.7296523990896,11.5233986997007
"Fall","Carrot","LO",1,35.5645424933333,2,"oyster",56.5645424933333,7.52094026657128,1.75254427880464,11.8620693779818
"Fall","Carrot","LO",2,34.3116724533333,2,"oyster",55.3116724533333,7.43718175475988,1.74281679038514,11.717144770186
"Fall","Carrot","LO",3,-2.61168216,2,"oyster",18.38831784,4.28816019290325,1.26454200187429,6.16686201787175
"Fall","Carrot","HO",1,14.4593072946667,2,"oyster",35.4593072946667,5.95477180878216,1.54973024730996,9.13126439057378
"Fall","Carrot","HO",2,9.52033507633333,2,"oyster",30.5203350763333,5.52452125313437,1.4845892973367,8.37247795856787
"Fall","Carrot","HO",3,8.05111755466667,2,"oyster",29.0511175546667,5.38990886329877,1.46316284373115,8.1342164083582
"Fall","Carrot","LM",1,-2.07748506,2,"marsh",18.92251494,4.35000171724104,1.27697885680038,6.27817922232686
"Fall","Carrot","LM",2,-0.603550442666667,2,"marsh",20.3964495573333,4.51624285854219,1.30955457566833,6.5768600681542
"Fall","Carrot","LM",3,0.456315098666666,2,"marsh",21.4563150986667,4.6320961884083,1.33155513842547,6.78454114648129
"Fall","Carrot","MM",1,10.042963262,2,"marsh",31.042963262,5.57162124179309,1.49196317092733,8.45574491156847
"Fall","Carrot","MM",2,32.8424238666667,2,"marsh",53.8424238666667,7.33773969739093,1.73112460263166,11.5449306741682
"Fall","Carrot","MM",3,-12.546391451,2,"marsh",8.453608549,2.9075089937952,0.927042133610662,3.64752025559599
"Fall","Carrot","HM",1,-5.55170166866667,2,"marsh",15.4482983313333,3.93043233389577,1.18888064777294,5.52060973073348
"Fall","Carrot","HM",2,-10.4939150633333,2,"marsh",10.5060849366667,3.24130913932422,1.02144090754424,4.2632840618692
"Fall","Carrot","HM",3,21.19054186,2,"marsh",42.19054186,6.49542468665445,1.62521510313246,10.0792036911888
"Fall","Carrot","Ref",1,5.190498768,2,"Ref",26.190498768,5.1176653630342,1.41814376914412,7.65102717477403
"Fall","Carrot","Ref",2,4.207705233,2,"Ref",25.207705233,5.02072756012513,1.40153331176107,7.47853553062339
"Fall","Carrot","Ref",3,-9.992174374,2,"Ref",11.007825626,3.31780433811278,1.04170154132514,4.40373551680468
"Fall","NOAA","LO",1,32.22364712,7,"oyster",53.22364712,7.29545386662132,1.72610463101621,11.4716491231064
"Fall","NOAA","LO",2,43.74692063,7,"oyster",64.74692063,8.04654712469889,1.8112191181556,12.7689117742868
"Fall","NOAA","LO",3,11.4475540308,7,"oyster",32.4475540308,5.69627545250403,1.51118196428081,8.67587484720894
"Fall","NOAA","HO",1,38.018405822,7,"oyster",59.018405822,7.68234377140206,1.77098747435982,12.1410141669302
"Fall","NOAA","HO",2,42.991729562,7,"oyster",63.991729562,7.99948308092467,1.80612384839509,12.6878890251043
"Fall","NOAA","HO",3,30.186405072,7,"oyster",51.186405072,7.15446749045657,1.70915462921391,11.2270969534499
"Fall","NOAA","LM",1,60.485464966,7,"marsh",81.485464966,9.02692998565958,1.91108014802802,14.4492283945853
"Fall","NOAA","LM",2,21.0994160142,7,"marsh",42.0994160142,6.48840627690653,1.62427607152285,10.0669355752631
"Fall","NOAA","LM",3,35.7077952924,7,"marsh",56.7077952924,7.53045784082216,1.75364276294536,11.8785299490638
"Fall","NOAA","MM",1,52.369239686,7,"marsh",73.369239686,8.56558460853665,1.86551401857204,13.6602400981585
"Fall","NOAA","MM",2,61.207809352,7,"marsh",82.207809352,9.06685222952266,1.91491307541578,14.5173644538383
"Fall","NOAA","MM",3,44.022509422,7,"marsh",65.022509422,8.06365360255511,1.81306372626588,12.7983528376989
"Fall","NOAA","HM",1,53.839694186,7,"marsh",74.839694186,8.65099382649184,1.87413200419403,13.8065321951532
"Fall","NOAA","HM",2,58.558235578,7,"marsh",79.558235578,8.91954234128635,1.90068514288835,14.2658398615253
"Fall","NOAA","HM",3,69.070156508,7,"marsh",90.070156508,9.49052983283863,1.95458091738461,15.2391519785546
"Fall","NOAA","Ref",1,56.863593698,7,"Ref",77.863593698,8.82403500095053,1.89133444417015,14.1026060569436
"Fall","NOAA","Ref",2,57.351280516,7,"Ref",78.351280516,8.85162586850574,1.89404609865385,14.1497752533912
"Fall","NOAA","Ref",3,50.832903362,7,"Ref",71.832903362,8.47542939101023,1.85632342022159,13.5057048670003
"Fall","Army","LO",1,7.54318598733333,20,"oyster",28.5431859873333,5.34258233322925,1.45550244738737,8.05034798309308
"Fall","Army","LO",2,1.83803273266667,20,"oyster",22.8380327326667,4.7789154347683,1.35865869107363,7.04719676259431
"Fall","Army","LO",3,-3.08868777666667,20,"oyster",17.9113122233333,4.2321758261364,1.25312740441276,6.06598824075515
"Fall","Army","HO",1,35.0659157933333,20,"oyster",56.0659157933333,7.48771766250126,1.74869892041056,11.8045993723924
"Fall","Army","HO",2,18.8475351066667,20,"oyster",39.8475351066667,6.31249040448116,1.60040146192582,9.75912117821281
"Fall","Army","HO",3,22.4819060523333,20,"oyster",43.4819060523333,6.59408113783363,1.63830857335968,10.2515537706044
"Fall","Army","LM",1,2.166931944,20,"marsh",23.166931944,4.8132039167274,1.36486852286998,7.10845360909746
"Fall","Army","LM",2,5.72442873366667,20,"marsh",26.7244287336667,5.16956755770409,1.42690843042084,7.74328527822111
"Fall","Army","LM",3,9.291371088,20,"marsh",30.291371088,5.50375972295303,1.48131893138754,8.33575793333364
"Fall","Army","MM",1,25.2216127966667,20,"marsh",46.2216127966667,6.79864786532342,1.66484509511264,10.6083381916866
"Fall","Army","MM",2,14.0368353726667,20,"marsh",35.0368353726667,5.91919212162156,1.54452487254584,9.06866999668325
"Fall","Army","MM",3,-1.374735078,20,"marsh",19.625264922,4.43004118739318,1.29281552801022,6.42208461428113
"Fall","Army","HM",1,13.035704011,20,"marsh",34.035704011,5.83401268519361,1.53193473819111,8.91870567162669
"Fall","Army","HM",2,-5.058904154,20,"marsh",15.941095846,3.99263019149032,1.20251817298934,5.63326710461708
"Fall","Army","HM",3,11.907346801,20,"marsh",32.907346801,5.73649255216112,1.51729286813043,8.74682087287036
"Fall","Army","Ref",1,18.6336444466667,20,"Ref",39.6336444466667,6.29552574823316,1.59806400900602,9.72940433567673
"Fall","Army","Ref",2,26.650151193,20,"Ref",47.650151193,6.90290889357523,1.67806428298445,10.7898809997711
"Fall","Army","Ref",3,24.1756026566667,20,"Ref",45.1756026566667,6.72127983769957,1.65490395489581,10.4734929242144
"Winter","IMS","LO",1,14.4556602742,0,"oyster",35.4556602742,5.95446557418884,1.54968557744914,9.13072575533899
"Winter","IMS","LO",2,24.055839308,0,"oyster",45.055839308,6.71236465844936,1.65375108421413,10.4579474390679
"Winter","IMS","LO",3,19.3518884254,0,"oyster",40.3518884254,6.352313627758,1.60586386405288,9.82885661560237
"Winter","IMS","HO",1,5.3543753988,0,"oyster",26.3543753988,5.13365127358686,1.42085272785248,7.67944988012383
"Winter","IMS","HO",2,5.4011503218,0,"oyster",26.4011503218,5.13820497078503,1.4216228498822,7.68754511738245
"Winter","IMS","HO",3,-0.0190594484000001,0,"oyster",20.9809405516,4.58049566658457,1.3218249532195,6.69208773684627
"Winter","IMS","MM",1,61.98353808,0,"marsh",82.98353808,9.10953006910894,1.91899194743515,14.5901796588409
"Winter","IMS","MM",2,31.453278997,0,"marsh",52.453278997,7.24246359997757,1.71977264230635,11.379773525683
"Winter","IMS","MM",3,11.3560046628,0,"marsh",32.3560046628,5.68823387905244,1.50995488933011,8.66168458042694
"Winter","IMS","Ref",1,12.1706405736,0,"Ref",33.1706405736,5.75939585144136,1.52075385846231,8.78720801872407
"Winter","IMS","Ref",2,15.3389375164,0,"Ref",36.3389375164,6.02817862346497,1.56037222518692,9.26032215960649
"Winter","IMS","Ref",3,14.655366015,0,"Ref",35.655366015,5.97121143613254,1.5521248989939,9.16017708410285
"Winter","Carrot","LO",1,37.1777466925,2,"oyster",58.1777466925,7.62743382091906,1.76475689638914,12.0461641266175
"Winter","Carrot","LO",2,39.20303851,2,"oyster",60.20303851,7.75906170293806,1.77961841110541,12.2734531162198
"Winter","Carrot","LO",3,54.8674025675,2,"oyster",75.8674025675,8.71018958275306,1.88005521560602,13.9078638376399
"Winter","Carrot","HO",1,34.6108144275,2,"oyster",55.6108144275,7.45726588150778,1.74515925542179,11.7519063385049
"Winter","Carrot","HO",3,80.7862884625,2,"oyster",101.7862884625,10.0889190928711,2.00768927852979,16.2546604060577
"Winter","Carrot","LM",1,7.79652671975,2,"marsh",28.79652671975,5.36623953246126,1.45934010868242,8.09227810334979
"Winter","Carrot","LM",2,18.78011238925,2,"marsh",39.78011238925,6.30714772216808,1.59966600578596,9.74976306854587
"Winter","Carrot","LM",3,24.99388885,2,"marsh",45.99388885,6.78187944820608,1.66270013135473,10.5791218230989
"Winter","Carrot","MM",1,10.62431844425,2,"marsh",31.62431844425,5.62355034157693,1.50002117452883,8.54749042917716
"Winter","Carrot","MM",2,10.5076381295,2,"marsh",31.5076381295,5.61316649757514,1.49841584888107,8.52914971361307
"Winter","Carrot","MM",3,37.2939427875,2,"marsh",58.2939427875,7.63504700624037,1.76562343039142,12.0593178755713
"Winter","Carrot","HM",1,17.84374591775,2,"marsh",38.84374591775,6.23247510366066,1.58932110467994,9.6189083908343
"Winter","Carrot","HM",2,35.6866643575,2,"marsh",56.6866643575,7.5290546788757,1.75348090232961,11.8761032855083
"Winter","Carrot","HM",3,37.62011444,2,"marsh",58.62011444,7.65637737053236,1.76804666194636,12.096166576952
"Winter","Carrot","Ref",1,-6.00715600375,2,"Ref",14.99284399625,3.87205939988658,1.17588402208939,5.41476354995735
"Winter","Carrot","Ref",2,-19.71745419825,2,"Ref",1.28254580175,1.1324953870767,0.108072883407327,0.263782854237433
"Winter","Carrot","Ref",3,-1.949475957,2,"Ref",19.050524043,4.36469060106212,1.27990692677557,6.30460299466388
"Winter","NOAA","LO",1,29.941297002,7,"oyster",50.941297002,7.13731721321114,1.70706999821772,11.1973248799154
"Winter","NOAA","LO",2,28.910007742,7,"oyster",49.910007742,7.06470153240744,1.69818763723354,11.0712102386257
"Winter","NOAA","LO",3,46.639301036,7,"oyster",67.639301036,8.22431158432121,1.83019911108158,13.0746348394184
"Winter","NOAA","HO",1,84.159438958,7,"oyster",105.159438958,10.2547276393866,2.02184826041174,16.5352713241932
"Winter","NOAA","HO",2,45.440318432,7,"oyster",66.440318432,8.15109308203507,1.82243170525029,12.9487703318384
"Winter","NOAA","HO",3,68.470176652,7,"oyster",89.470176652,9.45886761996382,1.95167829482528,15.1852929437494
"Winter","NOAA","LM",1,44.9816293172,7,"marsh",65.9816293172,8.12290768858049,1.81942303559145,12.9002972444634
"Winter","NOAA","LM",2,73.148981464,7,"marsh",94.148981464,9.70303980533936,1.97381562603131,15.6003097305696
"Winter","NOAA","LM",3,56.304518004,7,"marsh",77.304518004,8.79229878950892,1.88820487667211,14.0483368673553
"Winter","NOAA","MM",1,52.516714328,7,"marsh",73.516714328,8.57418884373327,1.86638608895061,13.674982493879
"Winter","NOAA","MM",2,37.585015874,7,"marsh",58.585015874,7.65408491421411,1.76778655193324,12.0922066601022
"Winter","NOAA","MM",3,44.347657628,7,"marsh",65.347657628,8.08378980602539,1.81523002500813,12.8330024423324
"Winter","NOAA","HM",1,61.48719528,7,"marsh",82.48719528,9.08224615830247,1.91638653702456,14.543631792194
"Winter","NOAA","HM",2,34.7957071706,7,"marsh",55.7957071706,7.46965241297077,1.74660078632399,11.7733415621024
"Winter","NOAA","HM",3,56.641549888,7,"marsh",77.641549888,8.81144425664715,1.89009419623059,14.0810774623675
"Winter","NOAA","Ref",1,44.461862712,7,"Ref",65.461862712,8.09085055553494,1.81598835896211,12.8451508362971
"Winter","NOAA","Ref",2,29.225055239,7,"Ref",50.225055239,7.08696375318796,1.70092042307045,11.1098838306243
"Winter","NOAA","Ref",3,18.45784819,7,"Ref",39.45784819,6.28154823192499,1.59613339757379,9.70491570860401
"Winter","Army","LO",1,6.5481031936,20,"oyster",27.5481031936,5.24862869648825,1.44009170115832,7.88369154112601
"Winter","Army","LO",2,5.6712286406,20,"oyster",26.6712286406,5.16441948728025,1.42604302242187,7.73413737953109
"Winter","Army","LO",3,1.756720386,20,"oyster",22.756720386,4.77040044293978,1.35710967332533,7.03197971522144
"Winter","Army","HO",1,13.56187845,20,"oyster",34.56187845,5.87893514592566,1.53859733850302,8.99781429155895
"Winter","Army","HO",2,12.716346452,20,"oyster",33.716346452,5.80657786066802,1.52784050777649,8.87037128939385
"Winter","Army","HO",3,17.6895170902,20,"oyster",38.6895170902,6.22008979759939,1.5875933090345,9.59719376904759
"Winter","Army","LM",1,10.8217321868,20,"marsh",31.8217321868,5.64107544594114,1.50272381637573,8.57843904104264
"Winter","Army","LM",2,9.4768020954,20,"marsh",30.4768020954,5.52057986948835,1.4839693949122,8.36550776806241
"Winter","Army","LM",3,14.9140190058,20,"marsh",35.9140190058,5.9928306338324,1.55526400814405,9.1981904683449
"Winter","Army","MM",1,28.78153576,20,"marsh",49.78153576,7.05560314643617,1.69706829046071,11.0554021361959
"Winter","Army","MM",2,-9.3945998566,20,"marsh",11.6054001434,3.40666994929066,1.06466011911978,4.5666079044186
"Winter","Army","MM",3,-11.6814281752,20,"marsh",9.3185718248,3.05263358836268,0.969349356974568,3.91582602347256
"Winter","Army","HM",1,18.1685603486,20,"marsh",39.1685603486,6.25847907630919,1.59293760922596,9.66448993102741
"Winter","Army","HM",2,-13.8362126422,20,"marsh",7.1637873578,2.67652523952232,0.855142686235527,3.21846335181594
"Winter","Army","HM",3,11.1338128566,20,"marsh",32.1338128566,5.66866940794751,1.50696226007803,8.62715481968831
"Winter","Army","Ref",1,19.8024862366,20,"Ref",40.8024862366,6.38768238382279,1.61068662696093,9.89076533137246
"Winter","Army","Ref",2,10.574049221,20,"Ref",31.574049221,5.61907903672835,1.49933028165682,8.53959317805081
"Winter","Army","Ref",3,25.653099118,20,"Ref",46.653099118,6.83030739557159,1.66888049878221,10.6634858844545
"Spring","IMS","LO",1,22.9481114962,0,"oyster",43.9481114962,6.62933718377637,1.64294021764868,10.3130999430629
"Spring","IMS","LO",2,23.9101723412,0,"oyster",44.9101723412,6.70150522951374,1.65234472165565,10.4390097382059
"Spring","IMS","LO",3,10.8895900666,0,"oyster",31.8895900666,5.64708686550862,1.50364893652242,8.58905336464333
"Spring","IMS","HO",1,24.7579297148,0,"oyster",45.7579297148,6.76446078522154,1.66046636688248,10.548766993544
"Spring","IMS","HO",2,16.826582432,0,"oyster",37.826582432,6.15033189608496,1.57779710529034,9.47483191293841
"Spring","IMS","HO",3,11.9788164058,0,"oyster",32.9788164058,5.74271855533597,1.51823506496363,8.75780080935123
"Spring","IMS","MM",1,43.649214114,0,"marsh",64.649214114,8.04047350060928,1.81056324989657,12.7584576942548
"Spring","IMS","MM",2,30.116742522,0,"marsh",51.116742522,7.14959736782429,1.70856317007608,11.2186431728735
"Spring","IMS","MM",3,57.461710786,0,"marsh",78.461710786,8.85786152443128,1.8946577732916,14.1604342289941
"Spring","IMS","Ref",1,43.70754416,0,"Ref",64.70754416,8.04409995959772,1.81095491739291,12.7646997183178
"Spring","IMS","Ref",2,27.678349826,0,"Ref",48.678349826,6.97698715965566,1.68733584742143,10.9187484737057
"Spring","IMS","Ref",3,40.655193364,0,"Ref",61.655193364,7.85208210374802,1.78996966413263,12.4339088570581
"Spring","Carrot","LO",1,22.277131106,2,"oyster",43.277131106,6.5785356353827,1.63625846313987,10.224408602307
"Spring","Carrot","LO",2,4.5326471148,2,"oyster",25.5326471148,5.05298398125306,1.4070958429184,7.53595917458904
"Spring","Carrot","LO",3,19.9685320474,2,"oyster",40.9685320474,6.40066653149498,1.61245040292958,9.91348630643135
"Spring","Carrot","HO",1,34.389463014,2,"oyster",55.389463014,7.44240975853923,1.74342715479848,11.7261940391435
"Spring","Carrot","HO",2,11.948158194,2,"oyster",32.948158194,5.74004862296479,1.51783114249485,8.75309232572712
"Spring","Carrot","HO",3,36.62199648,2,"oyster",57.62199648,7.59091539143995,1.76058830158803,11.9830559232876
"Spring","Carrot","LM",1,-3.612190749,2,"marsh",17.387809251,4.1698692126972,1.24024486721626,5.95360982928096
"Spring","Carrot","LM",2,2.6521321282,2,"marsh",23.6521321282,4.86334577510175,1.37387029643851,7.1979762433386
"Spring","Carrot","LM",3,36.3075647,2,"marsh",57.3075647,7.570176001917,1.7582119533919,11.9472060569505
"Spring","Carrot","MM",1,23.1623254678,2,"marsh",44.1623254678,6.64547405892161,1.64505193408805,10.3412620770797
"Spring","Carrot","MM",2,18.963684562,2,"marsh",39.963684562,6.32168368095083,1.60166552237616,9.7752225584283
"Spring","Carrot","MM",3,12.1110806088,2,"marsh",33.1110806088,5.75422285011625,1.51997335456001,8.77808708093705
"Spring","Carrot","HM",1,27.635121902,2,"marsh",48.635121902,6.97388857826106,1.68695000875472,10.913360124189
"Spring","Carrot","HM",2,31.2213148,2,"marsh",52.2213148,7.22643167822128,1.71784780205599,11.3519675332686
"Spring","Carrot","HM",3,32.72331783,2,"marsh",53.72331783,7.3296192145295,1.730162825865,11.5308602019513
"Spring","Carrot","Ref",1,37.373864176,2,"Ref",58.373864176,7.6402790640133,1.76621844326334,12.0683570625835
"Spring","Carrot","Ref",2,17.4693118262,2,"Ref",38.4693118262,6.20236340649272,1.58511441732431,9.56610943529955
"Spring","Carrot","Ref",3,27.98088759,2,"Ref",48.98088759,6.9986346947101,1.69002665077535,10.9563881515932
"Spring","NOAA","LO",1,76.499281675,7,"oyster",97.499281675,9.87417245519846,1.98900141604999,15.890732990667
"Spring","NOAA","LO",2,68.336521475,7,"oyster",89.336521475,9.45179990663154,1.95102903820048,15.1732686330826
"Spring","NOAA","LO",3,79.6302414,7,"oyster",100.6302414,10.0314625753177,2.00272851451197,16.1573449789044
"Spring","NOAA","HO",1,71.2293924825,7,"oyster",92.2293924825,9.60361351172047,1.96486934793771,15.4314077859058
"Spring","NOAA","HO",2,64.609517335,7,"oyster",85.609517335,9.25254112852248,1.93252204851256,14.83400102374
"Spring","NOAA","HO",3,39.87644787,7,"oyster",60.87644787,7.80233605210645,1.78444930349536,12.3481164270347
"Spring","NOAA","LM",1,92.610189085,7,"marsh",113.610189085,10.6588080517945,2.05541728265101,17.217772278142
