"Season","Site","CoreName","CoreNo","Habitat","Age","N2Flux","O2conc","SOD","flux_Nox","flux_NH3"
"Summer","NOAA","MM",3,"marsh",7,63.25639315,0.792212711666667,2014.34990866667,-32.77241852,-54.0212021
"Summer","NOAA","HM",1,"marsh",7,45.20627051,1.54724126166667,1574.286948,-14.38789106,-27.51018059
"Summer","NOAA","HM",2,"marsh",7,53.33593088,1.5284432,1585.243263,-14.25466983,-62.28091734
"Summer","NOAA","HM",3,"marsh",7,46.5063361633333,1.20043839466667,1776.418505,-6.927503105,-7.26055615
"Summer","NOAA","Ref",1,"Ref",7,57.9345931066667,3.193516707,614.767142566667,-32.77241852,-21.91488962
"Summer","NOAA","Ref",2,"Ref",7,80.0008122433333,1.93423897833333,1348.728112,-23.84659722,-56.28596272
"Summer","NOAA","Ref",3,"Ref",7,39.60676494,3.11461101066667,660.756760326667,-20.11640324,-25.91152604
"Summer","Army","LO",1,"oyster",20,86.7557484825,2.75408480325,1415.603989475,0,-41.80481681
"Summer","Army","LO",2,"oyster",20,92.28878158,0.50247227325,2727.9401615,0,82.99681604
"Summer","Army","LO",3,"oyster",20,115.6036883275,0.9546285765,2464.40411175,0,27.84323364
"Summer","Army","HO",1,"oyster",20,53.1002929575,3.82315833675,792.50216785,0,-26.24457905
"Summer","Army","HO",2,"oyster",20,38.814449965,4.188778806,579.402906475,0,-33.70496701
"Summer","Army","HO",3,"oyster",20,32.4732702025,4.57318286925,355.35576255,0,54.88713998
"Summer","Army","LM",1,"marsh",20,76.5711626275,1.383615072,2214.3724175,0,61.0153158
"Summer","Army","LM",2,"marsh",20,84.9162493625,0.78367293,2564.044381,1.492077591,0.932548504
"Summer","Army","LM",3,"marsh",20,92.283261275,0.37001277175,2805.1432295,0,-32.37275488
"Summer","Army","MM",1,"marsh",20,45.542148055,1.48875417225,2153.09284875,0,-27.17712755
"Summer","Army","MM",2,"marsh",20,74.3763573825,1.0024082655,2436.5560635,0,-25.17880935
"Summer","Army","MM",3,"marsh",20,32.666448065,1.59717743525,2089.89912975,0,-27.17712755
"Summer","Army","HM",1,"marsh",20,79.1893846025,1.08580442,2387.9492145,0,-34.18456338
"Summer","Army","HM",2,"marsh",20,88.7781130675,0.3357499505,2825.1130685,0,39.83314286
"Summer","Army","HM",3,"marsh",20,48.2452713575,1.42471255475,2190.41904525,0,-21.58183658
"Summer","Army","Ref",1,"Ref",20,23.35495007,4.717490582,271.2470496,0,-19.58351838
"Summer","Army","Ref",2,"Ref",20,20.9026047675,4.09838981975,632.08547735,0,-28.37611848
"Summer","Army","Ref",3,"Ref",20,18.6095048925,4.41730418875,446.208530375,0,-33.17208217
"Fall","IMS","LO",1,"oyster",0,26.7157998066667,5.37488487933333,386.378965866667,-7.660219783,-1.845113809
"Fall","IMS","LO",2,"oyster",0,68.15514873,3.40739438733333,1533.11665133333,-17.62516655,8.226409934
"Fall","IMS","LO",3,"oyster",0,28.7893094966667,4.921192268,650.8104419,-17.49194534,-3.616955949
"Fall","IMS","HO",1,"oyster",0,68.1509289233333,4.19052670166667,1076.67361323333,-4.99579551,-3.803465647
"Fall","IMS","HO",2,"oyster",0,31.8971299,4.90047669933333,662.8843621,-16.85248352,7.560303861
"Fall","IMS","HO",3,"oyster",0,44.7787467166667,4.518167522,885.7105171,-14.8541653,13.42203727
"Fall","IMS","MM",1,"marsh",0,60.8802379,4.58940759966667,844.188749933333,-30.30782608,7.560303861
"Fall","IMS","MM",2,"marsh",0,3.25808735733333,5.276202066,443.895534,-10.72430769,-2.231455333
"Fall","IMS","MM",3,"marsh",0,43.6436758166667,4.45964399466667,919.820534166667,14.98738653,49.2585437
"Fall","IMS","Ref",1,"Ref",0,29.4311835333333,5.11199336366667,539.603395233333,2.331371237,-1.791825321
"Fall","IMS","Ref",2,"Ref",0,36.9852236833333,4.586601804,845.824087866667,1.265601531,-3.803465647
"Fall","IMS","Ref",3,"Ref",0,32.6602138466667,4.540045823,872.9589067,32.5725867,25.94483133
"Fall","IMS","LoRef",1,"LoRef",0,32.5168765066667,4.945024547,636.919969433333,-17.17221443,4.762658377
"Fall","IMS","HiRef",1,"HiRef",0,35.49749796,4.976871717,618.3580753,-3.930025804,-2.697729581
"Fall","Carrot","LO",1,"oyster",2,35.5645424933333,6.43069067633333,420.835434033333,0,2.864256089
"Fall","Carrot","LO",2,"oyster",2,34.3116724533333,6.43347199133333,419.2143647,0,-12.49614982
"Fall","Carrot","LO",3,"oyster",2,-2.61168216,6.863832821,168.381649766667,0,-8.193104636
"Fall","Carrot","HO",1,"oyster",2,14.4593072946667,6.75554745433333,231.494997133333,0,-11.27051467
"Fall","Carrot","HO",2,"oyster",2,9.52033507633333,6.81930349766667,194.3352458,0,-9.525316763
"Fall","Carrot","HO",3,"oyster",2,8.05111755466667,6.76077274866667,228.449471833333,0,-1.665265173
"Fall","Carrot","LM",1,"marsh",2,-2.07748506,6.898346865,148.265387333333,0,-5.928343995
"Fall","Carrot","LM",2,"marsh",2,-0.603550442666667,6.88522488533333,155.913438833333,0,-2.064928806
"Fall","Carrot","LM",3,"marsh",2,0.456315098666666,6.90576423066667,143.942229033333,0,3.130698511
"Fall","Carrot","MM",1,"marsh",2,10.042963262,6.65477760666667,290.227978233333,0,-3.930025795
"Fall","Carrot","MM",2,"marsh",2,32.8424238666667,6.42131453,426.3002537,0,-9.924980414
"Fall","Carrot","MM",3,"marsh",2,-12.546391451,7.041794438,64.6580012033333,0,-2.597813668
"Fall","Carrot","HM",1,"marsh",2,-5.55170166866667,6.98638149733333,96.9550348766667,0,-4.329689446
"Fall","Carrot","HM",2,"marsh",2,-10.4939150633333,6.97386422366667,104.250637693333,0,-6.061565206
"Fall","Carrot","HM",3,"marsh",2,21.19054186,6.68546541866667,272.341807666667,0,-2.9974773
"Fall","Carrot","Ref",1,"Ref",2,5.190498768,6.97209019266667,105.284619186667,0,4.196468235
"Fall","Carrot","Ref",2,"Ref",2,4.207705233,6.83530596233333,185.0083242,0,-0.333053027
"Fall","Carrot","Ref",3,"Ref",2,-9.992174374,6.96218960533333,111.055105233333,0,22.98065934
"Fall","NOAA","LO",1,"oyster",7,32.22364712,4.5649209584,1004.42571462,-2.964172002,-13.05567893
"Fall","NOAA","LO",2,"oyster",7,43.74692063,3.3744239316,1698.298346,-2.964172002,-20.11640323
"Fall","NOAA","LO",3,"oyster",7,11.4475540308,4.8634604774,830.42410258,-2.964172002,-6.527839463
"Fall","NOAA","HO",1,"oyster",7,38.018405822,4.2233124568,1203.52977348,-2.964172002,-12.9224577
"Fall","NOAA","HO",2,"oyster",7,42.991729562,4.6910971126,930.88485042,-2.964172002,-20.14304749
"Fall","NOAA","HO",3,"oyster",7,30.186405072,4.203711389,1214.9541148,-2.964172002,-19.91657141
"Fall","NOAA","LM",1,"marsh",7,60.485464966,3.541896652,1600.6880752,-2.964172002,65.81127949
"Fall","NOAA","LM",2,"marsh",7,21.0994160142,4.7132938918,917.94761724,-2.964172002,38.10126707
"Fall","NOAA","LM",3,"marsh",7,35.7077952924,4.4229071544,1087.19743902,-2.964172002,3.996636419
"Fall","NOAA","MM",1,"marsh",7,52.369239686,4.4076428022,1096.094157,-2.964172002,-7.726830379
"Fall","NOAA","MM",2,"marsh",7,61.207809352,3.6823252518,1518.8402758,-2.964172002,-15.45366076
"Fall","NOAA","MM",3,"marsh",7,44.022509422,3.7924061598,1454.68041,-2.964172002,-18.22466201
"Fall","NOAA","HM",1,"marsh",7,53.839694186,4.5968019748,985.84409332,-2.964172002,-19.23714323
"Fall","NOAA","HM",2,"marsh",7,58.558235578,3.6567143668,1533.7673956,-2.964172002,-19.09059989
"Fall","NOAA","HM",3,"marsh",7,69.070156508,2.6285436874,2133.029283,-2.964172002,-16.43949774
"Fall","NOAA","Ref",1,"Ref",7,56.863593698,3.9498302878,1362.9268888,-2.964172002,-8.526157663
"Fall","NOAA","Ref",2,"Ref",7,57.351280516,4.1906564758,1222.56307694,-2.964172002,-19.2238211
"Fall","NOAA","Ref",3,"Ref",7,50.832903362,3.3574492758,1708.191902,-2.964172002,-19.33039807
"Fall","Army","LO",1,"oyster",20,7.54318598733333,6.48387865266667,53.7088921756667,-1.65860411,1.532043962
"Fall","Army","LO",2,"oyster",20,1.83803273266667,6.030710431,317.834731633333,-3.576989587,4.196468217
"Fall","Army","LO",3,"oyster",20,-3.08868777666667,6.038792915,313.123913866667,-3.576989587,-7.247234014
"Fall","Army","HO",1,"oyster",20,35.0659157933333,6.26167215266667,183.220352866667,-3.576989587,1.665265173
"Fall","Army","HO",2,"oyster",20,18.8475351066667,6.14967561633333,248.496728766667,-3.576989587,-9.44538404
"Fall","Army","HO",3,"oyster",20,22.4819060523333,5.88384798266667,403.432453633333,-3.576989587,-6.954147339
"Fall","Army","LM",1,"marsh",20,2.166931944,6.14758110366667,249.7175004,-3.576989587,-0.066610605
"Fall","Army","LM",2,"marsh",20,5.72442873366667,5.95648693733333,361.095361266667,-3.576989587,9.791759185
"Fall","Army","LM",3,"marsh",20,9.291371088,6.33391667266667,141.113153836667,-3.576989587,1.265601522
"Fall","Army","MM",1,"marsh",20,25.2216127966667,5.848910045,423.795779233333,-3.576989587,-10.43122102
"Fall","Army","MM",2,"marsh",20,14.0368353726667,5.28478771333333,752.5904237,0.193170753,66.14433252
"Fall","Army","MM",3,"marsh",20,-1.374735078,6.13344512966667,257.956551133333,-3.576989587,-6.661060683
"Fall","Army","HM",1,"marsh",20,13.035704011,5.2330255,782.759657466667,0.579512278,93.5879025
"Fall","Army","HM",2,"marsh",20,-5.058904154,6.12107753333333,265.164915733333,-2.323377963,17.25214714
"Fall","Army","HM",3,"marsh",20,11.907346801,5.00848386766667,913.6321334,-0.686089254,26.71085332
"Fall","Army","Ref",1,"Ref",20,18.6336444466667,6.379476059,114.559193203333,2.351354417,6.86089249
"Fall","Army","Ref",2,"Ref",20,26.650151193,6.04138883366667,311.6109015,-2.399314062,9.924980414
"Fall","Army","Ref",3,"Ref",20,24.1756026566667,5.90363338333333,391.900674966667,-0.139882284,6.194786436
"Winter","IMS","LO",1,"oyster",0,14.4556602742,8.9238735298,103.243517038,0.439630003,-54.55408693
"Winter","IMS","LO",2,"oyster",0,24.055839308,8.9405510876,93.52312233,-0.586173341,225.4769038
"Winter","IMS","LO",3,"oyster",0,19.3518884254,8.867961698,135.83132614,-1.398822733,66.94365974
"Winter","IMS","HO",1,"oyster",0,5.3543753988,8.9551064572,54.277568922,-0.039966352,4.329689446
"Winter","IMS","HO",2,"oyster",0,5.4011503218,8.965211168,48.388110824,-1.731875769,90.92347826
"Winter","IMS","HO",3,"oyster",0,-0.0190594484000001,8.9237232294,72.569057506,1.891741233,26.97729574
"Winter","IMS","MM",1,"marsh",0,61.98353808,8.0932645092,587.35801192,-0.666106064,30.97393214
"Winter","IMS","MM",2,"marsh",0,31.453278997,8.3348326908,446.56173442,-1.558688197,24.31287147
"Winter","IMS","MM",3,"marsh",0,11.3560046628,8.8733094192,132.71444522,-0.839293636,376.0168751
"Winter","IMS","Ref",1,"Ref",0,12.1706405736,8.8594016028,140.820515918,-0.985836973,-0.9991591
"Winter","IMS","Ref",2,"Ref",0,15.3389375164,8.8730230616,132.88134678,-0.719394552,40.29941709
"Winter","IMS","Ref",3,"Ref",0,14.655366015,8.845730753,148.78847246,-0.759360913,-56.68562636
"Winter","IMS","LoRef",1,"LoRef",0,21.13938256,8.9759931534,72.865969108,-2.872249354,-100.2489632
"Winter","IMS","HiRef",1,"HiRef",0,47.631572482,8.3059457282,463.39829282,-1.945029703,-43.62994743
"Winter","Carrot","LO",1,"oyster",2,37.1777466925,9.3794453,232.45448445,-2.611135785,11.59024559
"Winter","Carrot","LO",2,"oyster",2,39.20303851,9.25408692,305.5187148,-2.675614855,-21.31539415
"Winter","Carrot","LO",3,"oyster",2,54.8674025675,8.89773094275,513.2182337,-2.611135785,92.32230097
"Winter","Carrot","HO",1,"oyster",2,34.6108144275,9.6995345615,45.8927599675,-0.399663633,-59.54988243
"Winter","Carrot","HO",3,"oyster",2,80.7862884625,8.0306840285,1018.57029285,-0.919226368,141.6141499
"Winter","Carrot","LM",1,"marsh",2,7.79652671975,9.65587074675,71.3419005525,-2.611135785,61.68142188
"Winter","Carrot","LM",2,"marsh",2,18.78011238925,9.5732619585,119.4898386375,-2.611135785,37.30193979
"Winter","Carrot","LM",3,"marsh",2,24.99388885,9.66197599875,67.783498195,-2.611135785,-40.4992489
"Winter","Carrot","MM",1,"marsh",2,10.62431844425,9.65556920575,71.5176515025,-2.59962547,1.198990935
"Winter","Carrot","MM",2,"marsh",2,10.5076381295,9.69565634375,48.1531515375,-2.028959077,-63.8262834
"Winter","Carrot","MM",3,"marsh",2,37.2939427875,9.398012335,221.6328216,-2.611135785,-16.7858729
"Winter","Carrot","HM",1,"marsh",2,17.84374591775,9.680847938,56.784124115,-2.611135785,15.18721836
"Winter","Carrot","HM",2,"marsh",2,35.6866643575,9.52391005325,148.254241875,-1.052447579,-50.49083992
"Winter","Carrot","HM",3,"marsh",2,37.62011444,9.2697262925,296.403419125,-2.611135785,-46.4942035
"Winter","Carrot","Ref",1,"Ref",2,-6.00715600375,9.70209041125,44.403101375,-2.611135785,-51.42338842
"Winter","Carrot","Ref",2,"Ref",2,-19.71745419825,9.737380828,23.8343358425,-2.611135785,-68.91533376
"Winter","Carrot","Ref",3,"Ref",2,-1.949475957,9.6550899705,71.7969703325,-2.611135785,-57.01867939
"Winter","Carrot","LoRef",1,"LoRef",2,13.9982148555,9.5916296845,108.7843416725,-2.611135785,10.52447588
"Winter","Carrot","HiRef",1,"HiRef",2,29.087020664,9.55983180925,127.31750465,-1.437456902,174.9194534
"Winter","NOAA","LO",1,"oyster",7,29.941297002,8.673915102,318.20940862,-0.607488723,14.58772285
"Winter","NOAA","LO",2,"oyster",7,28.910007742,8.473632349,434.94277092,-0.731384449,-86.39395702
"Winter","NOAA","LO",3,"oyster",7,46.639301036,7.8354217838,806.91920968,-0.518230515,51.88966264
"Winter","NOAA","HO",1,"oyster",7,84.159438958,7.1592485318,1201.0219276,-1.181672148,-1.798486421
"Winter","NOAA","HO",2,"oyster",7,45.440318432,7.9255628142,754.3811584,0.949867263,-28.57595035
"Winter","NOAA","HO",3,"oyster",7,68.470176652,6.8832931834,1361.8605176,-0.556864657,-49.89134449
"Winter","NOAA","LM",1,"marsh",7,44.9816293172,8.3088593444,530.97953186,0.563525739,103.8459359
"Winter","NOAA","LM",2,"marsh",7,73.148981464,7.5805700306,955.45772146,-1.139041365,-78.80034783
"Winter","NOAA","LM",3,"marsh",7,56.304518004,7.8117767806,820.7005297,1.789160908,83.86275388
"Winter","NOAA","MM",1,"marsh",7,52.516714328,8.1711778952,611.22617442,-1.119058194,47.89302622
"Winter","NOAA","MM",2,"marsh",7,37.585015874,8.3148057592,527.51370668,-0.991165826,91.85602672
"Winter","NOAA","MM",3,"marsh",7,44.347657628,8.246756133,567.17594212,-1.341537612,-56.55240519
"Winter","NOAA","HM",1,"marsh",7,61.48719528,8.6562040154,328.53218814,-0.644790663,65.21178398
"Winter","NOAA","HM",2,"marsh",7,34.7957071706,8.9860730342,136.27040259,-1.341537612,-80.93188726
"Winter","NOAA","HM",3,"marsh",7,56.641549888,8.688167358,309.90258372,-0.219814997,-95.45299952
"Winter","NOAA","Ref",1,"Ref",7,44.461862712,8.3330789634,516.86330104,2.362012132,33.23869274
"Winter","NOAA","Ref",2,"Ref",7,29.225055239,8.5239515176,405.61460546,1.256276046,-70.27419017
"Winter","NOAA","Ref",3,"Ref",7,18.45784819,8.6338599402,341.55527174,-1.341537612,-13.92161685
"Winter","Army","LO",1,"oyster",20,6.5481031936,9.63277916,56.019246612,3.477073674,10.92413959
"Winter","Army","LO",2,"oyster",20,5.6712286406,9.494960952,136.34559802,3.343852445,154.8030501
"Winter","Army","LO",3,"oyster",20,1.756720386,9.6098596546,69.37771547,1.385500606,4.263078859
"Winter","Army","HO",1,"oyster",20,13.56187845,9.6175170958,64.914630904,0.3197309,-132.288665
"Winter","Army","HO",2,"oyster",20,12.716346452,9.6696321384,34.539753026,-2.344693373,-100.448795
"Winter","Army","HO",3,"oyster",20,17.6895170902,9.5808060956,86.311373352,-0.759360932,-178.3832049
"Winter","Army","LM",1,"marsh",20,10.8217321868,9.6049882612,72.2169721,0.492918491,-158.5332441
"Winter","Army","LM",2,"marsh",20,9.4768020954,9.5877609442,82.257789836,2.024962444,22.91404875
"Winter","Army","LM",3,"marsh",20,14.9140190058,9.6232301924,61.584793738,0.492918491,17.58520013
"Winter","Army","MM",1,"marsh",20,28.78153576,9.2102322558,302.29767122,-0.719394552,-73.00522499
"Winter","Army","MM",2,"marsh",20,-9.3945998566,9.6243125968,60.953922062,-0.359697281,13.58856381
"Winter","Army","MM",3,"marsh",20,-11.6814281752,9.6599160798,40.20268801,-2.464592457,-94.98672521
"Winter","Army","HM",1,"marsh",20,18.1685603486,9.4983522206,134.36902142,-3.104054276,-100.3155738
"Winter","Army","HM",2,"marsh",20,-13.8362126422,9.667775658,35.621789334,-1.492077601,53.55492781
"Winter","Army","HM",3,"marsh",20,11.1338128566,9.6038831598,72.861072456,-0.306408792,-155.4691562
"Winter","Army","Ref",1,"Ref",20,19.8024862366,9.6102172416,69.169298458,3.477073674,136.1520802
"Winter","Army","Ref",2,"Ref",20,10.574049221,9.5631452804,96.604852584,3.210631234,-87.25989483
"Winter","Army","Ref",3,"Ref",20,25.653099118,8.9647843296,445.35523006,-0.719394552,-59.68310364
"Spring","IMS","LO",1,"oyster",0,22.9481114962,5.0336532568,841.6360516,2.031623508,-9.751792823
"Spring","IMS","LO",2,"oyster",0,23.9101723412,3.1349789636,1948.2647102,-1.37617514,-1.332212137
"Spring","IMS","LO",3,"oyster",0,10.8895900666,4.1163979888,1376.2516886,0.459613193,-1.198990926
"Spring","IMS","HO",1,"oyster",0,24.7579297148,2.2548496728,2461.2417384,-2.258099568,1.198990926
"Spring","IMS","HO",2,"oyster",0,16.826582432,4.4330201798,1191.7107214,-2.199215789,1.065769715
"Spring","IMS","HO",3,"oyster",0,11.9788164058,5.145517175,776.43697126,1.218974097,5.195627326
"Spring","IMS","MM",1,"marsh",0,43.649214114,3.9320210536,1483.7144596,5.948327185,17.18553655
"Spring","IMS","MM",2,"marsh",0,30.116742522,4.322376807,1256.1984156,7.5203375,280.164212
"Spring","IMS","MM",3,"marsh",0,57.461710786,4.263187956,1290.696212,6.148159011,304.1440306
"Spring","IMS","Ref",1,"Ref",0,43.70754416,5.4247934758,613.66278738,2.391320779,-3.330530337
"Spring","IMS","Ref",2,"Ref",0,27.678349826,5.7609993924,417.70758662,-1.397490531,-5.248915814
"Spring","IMS","Ref",3,"Ref",0,40.655193364,4.6745520884,1050.9355852,-2.258099568,4.662742483
"Spring","Carrot","LO",1,"oyster",2,22.277131106,5.2581774996,927.08515704,-2.764340186,14.58772289
"Spring","Carrot","LO",2,"oyster",2,4.5326471148,6.0411957992,470.7085715,-3.030782608,-14.7209441
"Spring","Carrot","LO",3,"oyster",2,19.9685320474,5.0246061722,1063.22052542,-3.030782608,38.96720496
"Spring","Carrot","HO",1,"oyster",2,34.389463014,5.620682539,715.80170138,-1.973006167,0.066610605
"Spring","Carrot","HO",2,"oyster",2,11.948158194,6.1134114212,428.61821562,-3.030782608,44.02961107
"Spring","Carrot","HO",3,"oyster",2,36.62199648,5.3694514936,862.22990978,-3.030782608,54.02120209
"Spring","Carrot","LM",1,"marsh",2,-3.612190749,6.6148134576,136.37964416,-3.030782608,1.798486384
"Spring","Carrot","LM",2,"marsh",2,2.6521321282,6.2584513312,344.0827469,-3.030782608,-5.795122784
"Spring","Carrot","LM",3,"marsh",2,36.3075647,5.2078051006,956.44434756,-3.030782608,45.62826563
"Spring","Carrot","MM",1,"marsh",2,23.1623254678,6.2297745158,360.7968226,-3.032940786,-6.194786436
"Spring","Carrot","MM",2,"marsh",2,18.963684562,6.178126987,390.89921336,-3.030782608,43.23028378
"Spring","Carrot","MM",3,"marsh",2,12.1110806088,6.2944753804,323.08638886,-2.159515866,-14.45450168
"Spring","Carrot","HM",1,"marsh",2,27.635121902,5.9487061494,524.61549888,-3.030782608,95.98588435
"Spring","Carrot","HM",2,"marsh",2,31.2213148,5.777778245,624.2395988,-3.030782608,-12.85584711
"Spring","Carrot","HM",3,"marsh",2,32.72331783,5.9882770542,501.55188158,-3.030782608,28.57595031
"Spring","Carrot","Ref",1,"Ref",2,37.373864176,2.8542609362,2328.1906396,-3.030782608,-29.10883515
"Spring","Carrot","Ref",2,"Ref",2,17.4693118262,3.0780843514,2197.7367718,1.911724414,-32.57258671
"Spring","Carrot","Ref",3,"Ref",2,27.98088759,5.0637364292,1040.41373656,-2.083579785,61.88125368
"Spring","NOAA","LO",1,"oyster",7,76.499281675,4.82275627675,1272.26953125,-2.649769945,91.18992065
"Spring","NOAA","LO",2,"oyster",7,68.336521475,4.36181553325,1540.925529,-3.425916722,-25.24541997
"Spring","NOAA","LO",3,"oyster",7,79.6302414,2.951616205,2362.85006675,-1.352195317,353.6357114
"Spring","NOAA","HO",1,"oyster",7,71.2293924825,2.88815752975,2399.8364995,-3.363835644,-15.12060774
"Spring","NOAA","HO",2,"oyster",7,64.609517335,4.137882603,1671.443227,-3.199973557,-20.44945627
"Spring","NOAA","HO",3,"oyster",7,39.87644787,5.7187994945,750.0171849,-2.735031511,-9.658537983
"Spring","NOAA","LM",1,"marsh",7,92.610189085,3.14892671825,2247.849053,-2.377998661,75.20337503
"Spring","NOAA","LM",2,"marsh",7,83.14887789,2.51603249075,2616.7269025,-3.288299216,-25.91152603
"Spring","NOAA","LM",3,"marsh",7,66.5432202275,2.78356661225,2460.7965635,-3.363835644,-46.2943717
"Spring","NOAA","MM",1,"marsh",7,64.542155705,3.76702363875,1887.5957075,-2.082247565,-47.62658384
"Spring","NOAA","MM",2,"marsh",7,66.0154426425,2.665478185,2529.62355425,-3.363835644,-52.68898995
"Spring","NOAA","MM",3,"marsh",7,59.72891446,3.34369833575,2134.32781675,-3.363835644,-50.42422933
"Spring","NOAA","HM",1,"marsh",7,65.43021935,5.73849309475,738.538911875,-2.330039035,-9.791759194
"Spring","NOAA","HM",2,"marsh",7,50.1497600775,6.26530460825,431.4906092,-3.363835644,-9.258874332
"Spring","NOAA","HM",3,"marsh",7,51.5833017975,5.79634936775,704.81779895,-3.363835644,7.660219783
"Spring","NOAA","Ref",1,"Ref",7,73.5772204675,4.8768805495,1240.723588,-3.363835644,-40.96552315
"Spring","NOAA","Ref",2,"Ref",7,106.8100317625,4.3726787305,1534.5939925,-2.691068508,6.727671288
"Spring","NOAA","Ref",3,"Ref",7,103.27977523,4.41461835425,1510.14978425,-3.363835644,-50.2910081
"Spring","Army","LO",1,"oyster",20,13.9650353344,6.1171110294,364.36105446,-2.310721946,-14.38789106
"Spring","Army","LO",2,"oyster",20,27.069188934,5.551271005,694.15684382,-2.310721946,20.78250931
