"Season","Site","CoreName","CoreNo","PercentOM","Age","Habitat"
"Winter","IMS","LO",2,1.0214032746497,0,"oyster"
"Winter","IMS","LO",3,1.12139551441794,0,"oyster"
"Winter","IMS","HO",1,3.17991631799163,0,"oyster"
"Winter","IMS","HO",2,4.88730450781968,0,"oyster"
"Winter","IMS","HO",3,5.08956973045371,0,"oyster"
"Winter","IMS","MM",1,1.21289130183667,0,"marsh"
"Winter","IMS","MM",2,0.808570851020815,0,"marsh"
"Winter","IMS","MM",3,3.10577795704346,0,"marsh"
"Winter","IMS","Ref",1,2.09235209235211,0,"Ref"
"Winter","IMS","Ref",2,1.97682838522809,0,"Ref"
"Winter","IMS","Ref",3,2.00347057895568,0,"Ref"
"Winter","IMS","LoRef",1,0.827881665026346,0,NA
"Winter","IMS","HiRef",1,1.14303131905813,0,NA
"Spring","IMS","LO",1,1.19547085881817,0,"oyster"
"Spring","IMS","LO",2,0.402019446522057,0,"oyster"
"Spring","IMS","LO",3,0.841860305944351,0,"oyster"
"Spring","IMS","HO",1,1.61671023578082,0,"oyster"
"Spring","IMS","HO",2,4.07870897063161,0,"oyster"
"Spring","IMS","HO",3,1.99830744451421,0,"oyster"
"Spring","IMS","MM",1,1.24663550077915,0,"marsh"
"Spring","IMS","MM",2,0.832833843338916,0,"marsh"
"Spring","IMS","MM",3,0.779544745868405,0,"marsh"
"Spring","IMS","Ref",1,0.69564845137953,0,"Ref"
"Spring","IMS","Ref",2,0.508280045909169,0,"Ref"
"Spring","IMS","Ref",3,0.481802000859254,0,"Ref"
"Spring","IMS","LoRef",1,0.763392366076342,0,NA
"Spring","IMS","HiRef",1,1.35077992858484,0,NA
"Spring","NOAA","LO",1,1.91609888532123,7,"oyster"
"Spring","NOAA","LO",2,1.9097993297533,7,"oyster"
"Spring","NOAA","LO",3,1.51363736076243,7,"oyster"
"Spring","NOAA","HO",1,8.22026431718062,7,"oyster"
"Spring","NOAA","HO",2,7.12759593197162,7,"oyster"
"Spring","NOAA","HO",3,5.52825552825552,7,"oyster"
"Spring","NOAA","LM",1,5.76302729528536,7,"marsh"
"Spring","NOAA","LM",2,4.70770421989933,7,"marsh"
"Spring","NOAA","LM",3,6.16898420928589,7,"marsh"
"Spring","NOAA","MM",1,3.94616788321168,7,"marsh"
"Spring","NOAA","MM",2,6.28561561042999,7,"marsh"
"Spring","NOAA","MM",3,4.46119372580974,7,"marsh"
"Spring","NOAA","HM",1,0.683783161839646,7,"marsh"
"Spring","NOAA","HM",2,0.653460604194461,7,"marsh"
"Spring","NOAA","HM",3,0.69629596985656,7,"marsh"
"Spring","NOAA","Ref",1,1.27137327911422,7,"Ref"
"Spring","NOAA","Ref",2,1.58419639432298,7,"Ref"
"Spring","NOAA","Ref",3,1.05050317242661,7,"Ref"
"Spring","NOAA","LoRef",1,1.118930330753,7,NA
"Spring","NOAA","HiRef",1,0.734909851058275,7,NA
"Spring","Army","LO",1,2.08042736311026,20,"oyster"
"Spring","Army","LO",2,2.40460932447527,20,"oyster"
"Spring","Army","LO",3,1.67053753812576,20,"oyster"
"Spring","Army","HO",1,4.15869980879541,20,"oyster"
"Spring","Army","HO",2,6.32735808792147,20,"oyster"
"Spring","Army","HO",3,3.19701821617932,20,"oyster"
"Spring","Army","LM",1,3.38889196522511,20,"marsh"
"Spring","Army","LM",2,6.6903294937048,20,"marsh"
"Spring","Army","LM",3,6.16777720826927,20,"marsh"
"Spring","Army","MM",1,2.77682107800931,20,"marsh"
"Spring","Army","MM",2,2.97581544128338,20,"marsh"
"Spring","Army","MM",3,3.14014865883873,20,"marsh"
"Spring","Army","HM",1,4.1358531909066,20,"marsh"
"Spring","Army","HM",2,5.07521542281291,20,"marsh"
"Spring","Army","HM",3,5.10456626655117,20,"marsh"
"Spring","Army","Ref",1,1.74875089221985,20,"Ref"
"Spring","Army","Ref",2,2.25894859230961,20,"Ref"
"Spring","Army","Ref",3,2.88009284710768,20,"Ref"
"Spring","Army","LoRef",1,3.23332362365278,20,NA
"Spring","Army","HiRef",1,3.81290952181793,20,NA
"Spring","Carrot","LO",1,0.721629102412013,2,"oyster"
"Spring","Carrot","LO",2,0.725163161711393,2,"oyster"
"Spring","Carrot","LO",3,0.593478405832528,2,"oyster"
"Spring","Carrot","HO",1,0.55882257383281,2,"oyster"
"Spring","Carrot","HO",2,0.687808706088727,2,"oyster"
"Spring","Carrot","HO",3,1.28914803060497,2,"oyster"
"Spring","Carrot","LM",1,1.99288881085114,2,"marsh"
"Spring","Carrot","LM",2,0.62485142798926,2,"marsh"
"Spring","Carrot","LM",3,0.479233226837055,2,"marsh"
"Spring","Carrot","MM",1,0.525494982370483,2,"marsh"
"Spring","Carrot","MM",2,2.86846489845544,2,"marsh"
"Spring","Carrot","MM",3,2.46442396815878,2,"marsh"
"Spring","Carrot","HM",1,0.280247390800154,2,"marsh"
"Spring","Carrot","HM",2,0.298591023607364,2,"marsh"
"Spring","Carrot","HM",3,0.338327694538426,2,"marsh"
"Spring","Carrot","Ref",1,0.641385111453806,2,"Ref"
"Spring","Carrot","Ref",2,1.58612337383288,2,"Ref"
"Spring","Carrot","Ref",3,0.565595254517857,2,"Ref"
"Spring","Carrot","LoRef",1,0.616218046385639,2,NA
"Spring","Carrot","HiRef",1,0.389330416036559,2,NA
"Summer15","IMS","LO",1,1.20232636170451,0,"oyster"
"Summer15","IMS","LO",2,4.9363250454821,0,"oyster"
"Summer15","IMS","LO",3,0.737269603248976,0,"oyster"
"Summer15","IMS","HO",1,0.662853477307972,0,"oyster"
"Summer15","IMS","HO",2,1.32965056526207,0,"oyster"
"Summer15","IMS","HO",3,1.73838086344371,0,"oyster"
"Summer15","IMS","MM",1,1.29242662157265,0,"marsh"
"Summer15","IMS","MM",2,1.42926226425233,0,"marsh"
"Summer15","IMS","MM",3,1.1342369420972,0,"marsh"
"Summer15","Carrot","LO",1,1.25720491187036,2,"oyster"
"Summer15","Carrot","LO",2,0.83064419744235,2,"oyster"
"Summer15","Carrot","LO",3,0.694487893386727,2,"oyster"
"Summer15","Carrot","HO",1,2.66041871362709,2,"oyster"
"Summer15","Carrot","HO",2,2.57401566792146,2,"oyster"
"Summer15","Carrot","HO",3,1.21935400181605,2,"oyster"
"Summer15","Carrot","MM",1,1.48268902344356,2,"marsh"
"Summer15","Carrot","MM",2,0.905579970701831,2,"marsh"
"Summer15","Carrot","MM",3,1.33139172040774,2,"marsh"
"Summer15","NOAA","LO",1,3.23132744574519,7,"oyster"
"Summer15","NOAA","LO",2,2.1566239163144,7,"oyster"
"Summer15","NOAA","LO",3,3.42479081533373,7,"oyster"
"Summer15","NOAA","HO",1,4.97288277012933,7,"oyster"
"Summer15","NOAA","HO",2,4.78617710583152,7,"oyster"
"Summer15","NOAA","HO",3,6.11680044284528,7,"oyster"
"Summer15","NOAA","MM",1,7.55863238202882,7,"marsh"
"Summer15","NOAA","MM",2,7.0795033059184,7,"marsh"
"Summer15","NOAA","MM",3,7.39673390970221,7,"marsh"
"Summer15","Army","LO",1,4.28012324090267,20,"oyster"
"Summer15","Army","LO",2,6.01781812069255,20,"oyster"
"Summer15","Army","LO",3,6.47143890093998,20,"oyster"
"Summer15","Army","HO",1,3.62439316352996,20,"oyster"
"Summer15","Army","HO",2,3.34620334620335,20,"oyster"
"Summer15","Army","HO",3,3.4860651865848,20,"oyster"
"Summer15","Army","MM",1,7.02355460385439,20,"marsh"
"Summer15","Army","MM",2,6.91823899371069,20,"marsh"
"Summer15","Army","MM",3,6.55447298494241,20,"marsh"
