"Season","Site","Age","CoreName","Habitat","N2flux","Inund","SOM","SOD","O2conc","NOxflux","NH3flux"
"Summer","Army",20,"HM","marsh",72.0709230091667,48.005,3.9036951466272,2467.82710941667,0.94875564175,0,-5.3110857
"Summer","Army",20,"Ref","Ref",20.9556865766667,95.38,2.92567457567492,449.847019108333,4.41106153016667,0,-27.0439063433333
"Fall","Army",20,"LO","oyster",2.09751031444444,96.02,2.10531650004536,228.222512558556,6.18446066622222,-2.93752776133333,-0.506240611666667
"Fall","Army",20,"HO","oyster",25.4651189841111,88.395,2.58617488599911,278.383178422222,6.09839858388889,-3.576989587,-4.91142206866667
"Fall","Army",20,"LM","marsh",5.72757725522222,72.985,3.48930600704245,250.642005167778,6.14599490455556,-3.576989587,3.66358336733333
"Fall","Army",20,"MM","marsh",12.6279043637778,60.345,2.71892842352698,478.114251355556,5.755714296,-2.32026947366667,16.3506836056667
"Fall","Army",20,"HM","marsh",6.628048886,52.955,5.75556750574858,653.852235533333,5.45419563366667,-0.809984979666667,45.8503009866667
"Fall","Army",20,"Ref","Ref",23.1531327654444,96.775,2.82686280689982,272.690256556667,6.108166092,-0.0626139763333334,7.66021978
"Winter","Army",20,"LO","oyster",4.6586840734,85.765,4.56179315739491,87.247520034,9.5791999222,2.735475575,56.6634228496667
"Winter","Army",20,"HO","oyster",14.6559139974,73.68,2.76224742900188,61.921919094,9.6226517766,-0.928107801666667,-137.040221633333
"Winter","Army",20,"LM","marsh",11.7375177626667,60.44,3.86449746371137,72.0198518913333,9.60532646593333,1.00359980866667,-39.3446650733333
"Winter","Army",20,"MM","marsh",2.56850257606667,48.8,4.21164628358306,134.484760430667,9.49815364413333,-1.18122809666667,-51.4677954633333
"Winter","Army",20,"HM","marsh",5.15538685433333,41.46,6.75339444938301,80.9506277366667,9.59000367946667,-1.634180223,-67.4099340633333
"Winter","Army",20,"Ref","Ref",18.6765448585333,87.38,3.91059930898116,203.709793700667,9.37938228386667,1.98943678533333,-3.59697275666666
"Spring","Army",20,"LO","oyster",19.01990472,82.13,2.05185807523709,436.383783553333,5.9935395828,-2.310721946,0.843734356666666
"Spring","Army",20,"HO","oyster",21.9094297878667,69.475,4.5610253709654,250.260811016667,6.31270552013333,-2.310721946,-21.80387194
"Spring","Army",20,"LM","marsh",12.3019593688,55.935,5.41566622239973,292.022893873333,6.24105312533333,-0.671656956,-4.04104347366667
"Spring","Army",20,"MM","marsh",35.9050433204,43.705,2.96426172604381,459.806133246667,5.95318264526667,-2.310721946,19.4502971753333
"Spring","Army",20,"HM","marsh",37.8748869134667,37.21,4.77187829342356,654.306036071333,5.61947362493333,-2.310721946,-8.39293645033333
"Spring","Army",20,"Ref","Ref",26.2098694766667,83.92,2.29593077721238,235.900652653,6.3373436524,-2.310721946,1.99831820966667
