"Season","Site","CoreName","CoreNo","N2Flux","Age","Habitat"
"Fall","NOAA","LO",3,11.4475540308,7,"oyster"
"Fall","NOAA","HO",1,38.018405822,7,"oyster"
"Fall","NOAA","HO",2,42.991729562,7,"oyster"
"Fall","NOAA","HO",3,30.186405072,7,"oyster"
"Fall","NOAA","LM",1,60.485464966,7,"marsh"
"Fall","NOAA","LM",2,21.0994160142,7,"marsh"
"Fall","NOAA","LM",3,35.7077952924,7,"marsh"
"Fall","NOAA","MM",1,52.369239686,7,"marsh"
"Fall","NOAA","MM",2,61.207809352,7,"marsh"
"Fall","NOAA","MM",3,44.022509422,7,"marsh"
"Fall","NOAA","HM",1,53.839694186,7,"marsh"
"Fall","NOAA","HM",2,58.558235578,7,"marsh"
"Fall","NOAA","HM",3,69.070156508,7,"marsh"
"Fall","NOAA","Ref",1,56.863593698,7,"Ref"
"Fall","NOAA","Ref",2,57.351280516,7,"Ref"
"Fall","NOAA","Ref",3,50.832903362,7,"Ref"
"Fall","NOAA","LoRef",1,13.6817642036,7,"LoRef"
"Fall","NOAA","HiRef",1,7.8587225616,7,"HiRef"
"Fall","Army","LO",1,7.54318598733333,20,"oyster"
"Fall","Army","LO",2,1.83803273266667,20,"oyster"
"Fall","Army","LO",3,-3.08868777666667,20,"oyster"
"Fall","Army","HO",1,35.0659157933333,20,"oyster"
"Fall","Army","HO",2,18.8475351066667,20,"oyster"
"Fall","Army","HO",3,22.4819060523333,20,"oyster"
"Fall","Army","LM",1,2.166931944,20,"marsh"
"Fall","Army","LM",2,5.72442873366667,20,"marsh"
"Fall","Army","LM",3,9.291371088,20,"marsh"
"Fall","Army","MM",1,25.2216127966667,20,"marsh"
"Fall","Army","MM",2,14.0368353726667,20,"marsh"
"Fall","Army","MM",3,-1.374735078,20,"marsh"
"Fall","Army","HM",1,13.035704011,20,"marsh"
"Fall","Army","HM",2,-5.058904154,20,"marsh"
"Fall","Army","HM",3,11.907346801,20,"marsh"
"Fall","Army","Ref",1,18.6336444466667,20,"Ref"
"Fall","Army","Ref",2,26.650151193,20,"Ref"
"Fall","Army","Ref",3,24.1756026566667,20,"Ref"
"Fall","Army","LoRef",1,5.90913548566667,20,"LoRef"
"Fall","Army","HiRef",1,0.486760904333333,20,"HiRef"
"Winter","IMS","LO",1,14.4556602742,0,"oyster"
"Winter","IMS","LO",2,24.055839308,0,"oyster"
"Winter","IMS","LO",3,19.3518884254,0,"oyster"
"Winter","IMS","HO",1,5.3543753988,0,"oyster"
"Winter","IMS","HO",2,5.4011503218,0,"oyster"
"Winter","IMS","HO",3,-0.0190594484000001,0,"oyster"
"Winter","IMS","MM",1,61.98353808,0,"marsh"
"Winter","IMS","MM",2,31.453278997,0,"marsh"
"Winter","IMS","MM",3,11.3560046628,0,"marsh"
"Winter","IMS","Ref",1,12.1706405736,0,"Ref"
"Winter","IMS","Ref",2,15.3389375164,0,"Ref"
"Winter","IMS","Ref",3,14.655366015,0,"Ref"
"Winter","IMS","LoRef",1,21.13938256,0,"LoRef"
"Winter","IMS","HiRef",1,47.631572482,0,"HiRef"
"Winter","Carrot","LO",1,37.1777466925,2,"oyster"
"Winter","Carrot","LO",2,39.20303851,2,"oyster"
"Winter","Carrot","LO",3,54.8674025675,2,"oyster"
"Winter","Carrot","HO",1,34.6108144275,2,"oyster"
"Winter","Carrot","HO",3,80.7862884625,2,"oyster"
"Winter","Carrot","LM",1,7.79652671975,2,"marsh"
"Winter","Carrot","LM",2,18.78011238925,2,"marsh"
"Winter","Carrot","LM",3,24.99388885,2,"marsh"
"Winter","Carrot","MM",1,10.62431844425,2,"marsh"
"Winter","Carrot","MM",2,10.5076381295,2,"marsh"
"Winter","Carrot","MM",3,37.2939427875,2,"marsh"
"Winter","Carrot","HM",1,17.84374591775,2,"marsh"
"Winter","Carrot","HM",2,35.6866643575,2,"marsh"
"Winter","Carrot","HM",3,37.62011444,2,"marsh"
"Winter","Carrot","Ref",1,-6.00715600375,2,"Ref"
"Winter","Carrot","Ref",2,-19.71745419825,2,"Ref"
"Winter","Carrot","Ref",3,-1.949475957,2,"Ref"
"Winter","Carrot","LoRef",1,13.9982148555,2,"LoRef"
"Winter","Carrot","HiRef",1,29.087020664,2,"HiRef"
"Winter","NOAA","LO",1,29.941297002,7,"oyster"
"Winter","NOAA","LO",2,28.910007742,7,"oyster"
"Winter","NOAA","LO",3,46.639301036,7,"oyster"
"Winter","NOAA","HO",1,84.159438958,7,"oyster"
"Winter","NOAA","HO",2,45.440318432,7,"oyster"
"Winter","NOAA","HO",3,68.470176652,7,"oyster"
"Winter","NOAA","LM",1,44.9816293172,7,"marsh"
"Winter","NOAA","LM",2,73.148981464,7,"marsh"
"Winter","NOAA","LM",3,56.304518004,7,"marsh"
"Winter","NOAA","MM",1,52.516714328,7,"marsh"
"Winter","NOAA","MM",2,37.585015874,7,"marsh"
"Winter","NOAA","MM",3,44.347657628,7,"marsh"
"Winter","NOAA","HM",1,61.48719528,7,"marsh"
"Winter","NOAA","HM",2,34.7957071706,7,"marsh"
"Winter","NOAA","HM",3,56.641549888,7,"marsh"
"Winter","NOAA","Ref",1,44.461862712,7,"Ref"
"Winter","NOAA","Ref",2,29.225055239,7,"Ref"
"Winter","NOAA","Ref",3,18.45784819,7,"Ref"
"Winter","NOAA","LoRef",1,69.718741098,7,"LoRef"
"Winter","NOAA","HiRef",1,27.522745522,7,"HiRef"
"Winter","Army","LO",1,6.5481031936,20,"oyster"
"Winter","Army","LO",2,5.6712286406,20,"oyster"
"Winter","Army","LO",3,1.756720386,20,"oyster"
"Winter","Army","HO",1,13.56187845,20,"oyster"
"Winter","Army","HO",2,12.716346452,20,"oyster"
"Winter","Army","HO",3,17.6895170902,20,"oyster"
"Winter","Army","LM",1,10.8217321868,20,"marsh"
"Winter","Army","LM",2,9.4768020954,20,"marsh"
"Winter","Army","LM",3,14.9140190058,20,"marsh"
"Winter","Army","MM",1,28.78153576,20,"marsh"
"Winter","Army","MM",2,-9.3945998566,20,"marsh"
"Winter","Army","MM",3,-11.6814281752,20,"marsh"
"Winter","Army","HM",1,18.1685603486,20,"marsh"
"Winter","Army","HM",2,-13.8362126422,20,"marsh"
"Winter","Army","HM",3,11.1338128566,20,"marsh"
"Winter","Army","Ref",1,19.8024862366,20,"Ref"
"Winter","Army","Ref",2,10.574049221,20,"Ref"
"Winter","Army","Ref",3,25.653099118,20,"Ref"
"Winter","Army","LoRef",1,7.501657818,20,"LoRef"
"Winter","Army","HiRef",1,-17.5890156766,20,"HiRef"
"Spring","IMS","LO",1,22.9481114962,0,"oyster"
"Spring","IMS","LO",2,23.9101723412,0,"oyster"
"Spring","IMS","LO",3,10.8895900666,0,"oyster"
"Spring","IMS","HO",1,24.7579297148,0,"oyster"
"Spring","IMS","HO",2,16.826582432,0,"oyster"
"Spring","IMS","HO",3,11.9788164058,0,"oyster"
"Spring","IMS","MM",1,43.649214114,0,"marsh"
"Spring","IMS","MM",2,30.116742522,0,"marsh"
"Spring","IMS","MM",3,57.461710786,0,"marsh"
"Spring","IMS","Ref",1,43.70754416,0,"Ref"
"Spring","IMS","Ref",2,27.678349826,0,"Ref"
"Spring","IMS","Ref",3,40.655193364,0,"Ref"
"Spring","IMS","LoRef",1,22.37675718,0,"LoRef"
"Spring","IMS","HiRef",1,40.104067888,0,"HiRef"
"Spring","Carrot","LO",1,22.277131106,2,"oyster"
"Spring","Carrot","LO",2,4.5326471148,2,"oyster"
"Spring","Carrot","LO",3,19.9685320474,2,"oyster"
"Spring","Carrot","HO",1,34.389463014,2,"oyster"
"Spring","Carrot","HO",2,11.948158194,2,"oyster"
"Spring","Carrot","HO",3,36.62199648,2,"oyster"
"Spring","Carrot","LM",1,-3.612190749,2,"marsh"
"Spring","Carrot","LM",2,2.6521321282,2,"marsh"
"Spring","Carrot","LM",3,36.3075647,2,"marsh"
"Spring","Carrot","MM",1,23.1623254678,2,"marsh"
"Spring","Carrot","MM",2,18.963684562,2,"marsh"
"Spring","Carrot","MM",3,12.1110806088,2,"marsh"
"Spring","Carrot","HM",1,27.635121902,2,"marsh"
"Spring","Carrot","HM",2,31.2213148,2,"marsh"
"Spring","Carrot","HM",3,32.72331783,2,"marsh"
"Spring","Carrot","Ref",1,37.373864176,2,"Ref"
"Spring","Carrot","Ref",2,17.4693118262,2,"Ref"
"Spring","Carrot","Ref",3,27.98088759,2,"Ref"
"Spring","Carrot","LoRef",1,-2.9129594006,2,"LoRef"
"Spring","Carrot","HiRef",1,28.835562912,2,"HiRef"
"Spring","NOAA","LO",1,76.499281675,7,"oyster"
"Spring","NOAA","LO",2,68.336521475,7,"oyster"
"Spring","NOAA","LO",3,79.6302414,7,"oyster"
"Spring","NOAA","HO",1,71.2293924825,7,"oyster"
"Spring","NOAA","HO",2,64.609517335,7,"oyster"
"Spring","NOAA","HO",3,39.87644787,7,"oyster"
"Spring","NOAA","LM",1,92.610189085,7,"marsh"
"Spring","NOAA","LM",2,83.14887789,7,"marsh"
"Spring","NOAA","LM",3,66.5432202275,7,"marsh"
"Spring","NOAA","MM",1,64.542155705,7,"marsh"
"Spring","NOAA","MM",2,66.0154426425,7,"marsh"
"Spring","NOAA","MM",3,59.72891446,7,"marsh"
"Spring","NOAA","HM",1,65.43021935,7,"marsh"
"Spring","NOAA","HM",2,50.1497600775,7,"marsh"
"Spring","NOAA","HM",3,51.5833017975,7,"marsh"
"Spring","NOAA","Ref",1,73.5772204675,7,"Ref"
"Spring","NOAA","Ref",2,106.8100317625,7,"Ref"
"Spring","NOAA","Ref",3,103.27977523,7,"Ref"
"Spring","NOAA","LoRef",1,72.0329982075,7,"LoRef"
"Spring","NOAA","HiRef",1,40.35162835,7,"HiRef"
"Spring","Army","LO",1,13.9650353344,20,"oyster"
"Spring","Army","LO",2,27.069188934,20,"oyster"
"Spring","Army","LO",3,16.0254898916,20,"oyster"
"Spring","Army","HO",1,24.681406586,20,"oyster"
"Spring","Army","HO",2,15.262378778,20,"oyster"
"Spring","Army","HO",3,25.7845039996,20,"oyster"
"Spring","Army","LM",1,12.7433289752,20,"marsh"
"Spring","Army","LM",2,7.526824932,20,"marsh"
"Spring","Army","LM",3,16.6357241992,20,"marsh"
"Spring","Army","MM",1,41.054807344,20,"marsh"
"Spring","Army","MM",2,25.6014773772,20,"marsh"
"Spring","Army","MM",3,41.05884524,20,"marsh"
"Spring","Army","HM",1,18.1995416704,20,"marsh"
"Spring","Army","HM",2,61.885153896,20,"marsh"
"Spring","Army","HM",3,33.539965174,20,"marsh"
"Spring","Army","Ref",1,24.306745894,20,"Ref"
"Spring","Army","Ref",2,30.076719432,20,"Ref"
"Spring","Army","Ref",3,24.246143104,20,"Ref"
"Spring","Army","LoRef",1,50.842283586,20,"LoRef"
"Spring","Army","HiRef",1,2.6524593368,20,"HiRef"
"Summer15","IMS","LO",1,5.5902229836,0,"oyster"
"Summer15","IMS","LO",2,-15.5046493254,0,"oyster"
"Summer15","IMS","LO",3,-38.0905455846,0,"oyster"
"Summer15","IMS","HO",1,31.128817672,0,"oyster"
"Summer15","IMS","HO",2,22.828732491,0,"oyster"
"Summer15","IMS","HO",3,13.296297526,0,"oyster"
"Summer15","IMS","MM",1,77.287694994,0,"marsh"
"Summer15","IMS","MM",2,2.9256372526,0,"marsh"
"Summer15","IMS","MM",3,7.0009951026,0,"marsh"
"Summer15","Carrot","LO",1,8.771835246,2,"oyster"
"Summer15","Carrot","LO",2,2.08285095866667,2,"oyster"
"Summer15","Carrot","LO",3,2.11716556933333,2,"oyster"
"Summer15","Carrot","HO",1,25.6479624333333,2,"oyster"
"Summer15","Carrot","HO",2,27.0126143871667,2,"oyster"
"Summer15","Carrot","HO",3,0.708264258333334,2,"oyster"
"Summer15","Carrot","MM",1,20.380133105,2,"marsh"
"Summer15","Carrot","MM",2,-0.0942261153333334,2,"marsh"
"Summer15","Carrot","MM",3,0.647446552,2,"marsh"
"Summer15","NOAA","LO",1,31.152251798,7,"oyster"
"Summer15","NOAA","LO",2,27.888027268,7,"oyster"
"Summer15","NOAA","LO",3,13.123432581,7,"oyster"
"Summer15","NOAA","HO",1,12.0970007962,7,"oyster"
"Summer15","NOAA","HO",2,-18.373770733,7,"oyster"
"Summer15","NOAA","HO",3,6.191170661,7,"oyster"
"Summer15","NOAA","MM",1,-4.5441548214,7,"marsh"
"Summer15","NOAA","MM",2,15.3665083588,7,"marsh"
"Summer15","NOAA","MM",3,13.4603998122,7,"marsh"
"Summer15","Army","LO",1,37.2358476016667,20,"oyster"
"Summer15","Army","LO",2,13.7015248263333,20,"oyster"
"Summer15","Army","LO",3,8.2537985695,20,"oyster"
"Summer15","Army","HO",1,21.3338788498333,20,"oyster"
"Summer15","Army","HO",2,18.1916748996667,20,"oyster"
"Summer15","Army","HO",3,14.837333905,20,"oyster"
"Summer15","Army","MM",1,28.8154132166667,20,"marsh"
"Summer15","Army","MM",2,18.021173176,20,"marsh"
"Summer15","Army","MM",3,19.0374393318333,20,"marsh"
